Periode;Area;Witel;Branch;STO;Order_ID;Flag_Exclude;SLA_Status;Duration_Hours
202606;AREA 3;BALI NUSRA;MATARAM;MTR;AOi4260416082218579a32160;1;Anomaly;-170,71
202606;AREA 1;SUMBAGUT;BANDA ACEH;SGI;AOi4260422034137853c86a10;0;Comply;-19,40
202606;AREA 4;KALIMANTAN;PANGKALAN BUN;PEA;AOi4260424124845259460d50;1;Anomaly;1,83
202606;AREA 2;EASTERN JABOTABEK;BOGOR;CLS;AOs326042502075857297fcd0;0;Comply;0,07
202606;AREA 1;SUMBAGTENG;PEKANBARU;ARK;AOi4260413052509621fc4350;1;Anomaly;-115,32
202606;AREA 4;KALIMANTAN;BANJARMASIN;AMT;AOi4260426064735825b76c70;0;Comply;-22,36
202606;AREA 3;JATENG-DIY;SURAKARTA;KLX;AOi42604200254125451bca60;1;Anomaly;-20,58
202606;AREA 2;JABAR;BANDUNG;CMI;AOi4260420035037961515ba0;0;Comply;-48,03
202606;AREA 2;EASTERN JABOTABEK;BOGOR;PAR;AOi4260420093615312421cd0;1;Anomaly;-0,61
202606;AREA 1;SUMBAGUT;CENTRAL MEDAN;TMU;AOi4260421014436538ff0570;0;Comply;-147,09
202606;AREA 2;JABAR;TASIKMALAYA;BNJ;AOi4260419023439195d56cb0;0;Comply;2,10
202606;AREA 3;JATIM;SURABAYA;KJR;AOk4260427084411739a84960;1;Anomaly;-17,95
202606;AREA 2;WESTERN JABOTABEK;TANGERANG;CLD;AOi42604261143480581b05a0;0;Comply;-21,59
202606;AREA 3;JATIM;LAMONGAN;GSK;AOi4260415034151093a18e90;0;Comply;-84,17
202606;AREA 1;SUMBAGUT;WESTERN MEDAN;KSG;AOi42604190440366889c30c0;0;Comply;-14,30
202606;AREA 4;KALIMANTAN;BANJARMASIN;PLE;AOi426041406374698262a210;1;Anomaly;-96,26
202606;AREA 2;EASTERN JABOTABEK;BOGOR;SKB;AOi42604201043354020eff10;0;Comply;-99,16
202606;AREA 1;SUMBAGTENG;BATAM;BUM;AOi4260427021701117b82b10;0;Comply;-1,24
202606;AREA 4;KALIMANTAN;TARAKAN;TRK;AOi4260418025102362993cb0;0;Comply;-21,71
202606;AREA 4;KALIMANTAN;BALIKPAPAN;MLA;AOi4260430080528342d30d60;0;Comply;1,47
202606;AREA 4;KALIMANTAN;BANJARMASIN;ULI;AOi4260427025401116592a80;1;Anomaly;-44,85
202606;AREA 4;KALIMANTAN;PANGKALAN BUN;PEA;AOi4260418094534889b0c820;0;Anomaly;5,11
202606;AREA 1;SUMBAGSEL;PANGKAL PINANG;TBI;AOi426041810252055143b280;1;Anomaly;27,88
202606;AREA 4;SULAWESI;MANADO;KTG;AOi42604260136168199e0fa0;1;Anomaly;-12,09
202606;AREA 4;KALIMANTAN;PANGKALAN BUN;KTP;AOi4260413051416159e80d80;0;Comply;-169,10
202606;AREA 1;SUMBAGUT;WESTERN MEDAN;LSM;AOi4260428083958314ae0330;0;Anomaly;2,36
202606;AREA 1;SUMBAGTENG;PADANG;BDT;AOs3260427023026240f28da0;0;Not Comply;18,47
202606;AREA 4;SULAWESI;BONE;BLK;AOi4260416120724508dd1d30;0;Comply;-22,52
202606;AREA 4;KALIMANTAN;BALIKPAPAN;MJW;AOi4260417104622736f169d0;0;Comply;-16,01
202606;AREA 4;SULAWESI;KENDARI;KKA;AOi426041901543934038d5f0;1;Anomaly;126,47
202606;AREA 1;SUMBAGTENG;PADANG;SIE;AOi42604221103287911fa1e0;0;Anomaly;-22,27
202606;AREA 2;WESTERN JABOTABEK;SERANG;CKA;AOi4260427022054464481110;0;Not Comply;3,01
202606;AREA 2;CENTRAL JABOTABEK;NORTHERN JAKARTA;CKG;AOs3260418085941045fb3410;1;Anomaly;-65,40
202606;AREA 1;SUMBAGUT;WESTERN MEDAN;KSG;AOi4260416084504031187f60;0;Comply;-1,28
202606;AREA 4;MALUKU DAN PAPUA;AMBON;DOB;AOi4260428020842432fda4f0;1;Anomaly;26,03
202606;AREA 2;JABAR;BANDUNG;UBR;AOi42604280547102812f5930;0;Comply;-18,70
202606;AREA 2;JABAR;CIREBON;AWN;AOi4260421055717797868960;1;Anomaly;-2,82
202606;AREA 1;SUMBAGSEL;PANGKAL PINANG;TBI;AOi42604290625030187dab20;1;Anomaly;0,88
202606;AREA 3;JATENG-DIY;SURAKARTA;BKG;AOi12604160338106311dd550;1;Anomaly;0,29
202606;AREA 4;SULAWESI;MAKASSAR;MAT;AOi4260425120955689501350;1;Anomaly;-11,11
202606;AREA 2;EASTERN JABOTABEK;BEKASI;SKJ;AOi4260426023541367791600;0;Comply;-34,79
202606;AREA 4;SULAWESI;MANADO;BAH;AOk4260424022505682dee970;1;Anomaly;6,01
202606;AREA 2;CENTRAL JABOTABEK;SOUTHERN JAKARTA;PSR;AOs326042106265755153e820;0;Comply;-23,19
202606;AREA 3;JATENG-DIY;YOGYAKARTA;KBU;AOi42604170731227786ebc40;1;Anomaly;1,01
202606;AREA 2;CENTRAL JABOTABEK;SOUTHERN JAKARTA;RMG;AOi1260421034037772305e00;1;Anomaly;-21,09
202606;AREA 3;JATIM;JEMBER;KRZ;AOi4260413082257649451f40;1;Anomaly;-26,46
202606;AREA 2;JABAR;SOREANG;CCL;AOi4260420014830013eec680;1;Anomaly;20,39
202606;AREA 4;KALIMANTAN;PONTIANAK;PTK;AOi42604270846288659377d0;0;Comply;-22,43
202606;AREA 3;JATIM;SURABAYA;GBG;AOi426042708591284348f3f0;1;Anomaly;-24,28
202606;AREA 3;BALI NUSRA;MATARAM;ALA;AOk4260417122458983859610;0;Comply;-1,39
202606;AREA 2;JABAR;CIREBON;IMY;AOk426041303534351550db10;1;Anomaly;-12,55
202606;AREA 2;CENTRAL JABOTABEK;NORTHERN JAKARTA;STR;AOs3260414100200225476af0;1;Anomaly;-19,67
202606;AREA 4;KALIMANTAN;PONTIANAK;ANJ;AOi42604190956022863b8360;1;Anomaly;2,02
202606;AREA 2;CENTRAL JABOTABEK;SOUTHERN JAKARTA;PGB;AOi42604280105131371a9940;1;Anomaly;-8,02
202606;AREA 1;SUMBAGUT;CENTRAL MEDAN;PDB;AOi1260430092531115239080;0;Comply;-87,98
202606;AREA 4;MALUKU DAN PAPUA;SORONG;TMB;AOi4260421101423254805d80;1;Anomaly;1,13
202606;AREA 4;KALIMANTAN;TARAKAN;TRK;AOi4260426091305800b0a020;0;Comply;-3,84
202606;AREA 2;EASTERN JABOTABEK;BOGOR;RMP;AOi4260418043029076747030;0;Comply;-35,07
202606;AREA 1;SUMBAGTENG;PEKANBARU;ARK;AOi4260408015249484578410;1;Anomaly;-67,47
202606;AREA 1;SUMBAGUT;PEMATANG SIANTAR;KBJ;AOi426042101205723017b570;0;Comply;2,47
202606;AREA 2;WESTERN JABOTABEK;TANGERANG;GDS;AOi4260421071002864dccde0;0;Comply;-15,79
202606;AREA 1;SUMBAGUT;RANTAU PRAPAT;KPI;AOi426032802462821525ba30;0;Anomaly;2,35
202606;AREA 3;JATENG-DIY;MAGELANG;GOM;AOi4260406011442195981520;1;Anomaly;-27,11
202606;AREA 4;KALIMANTAN;PONTIANAK;STG;AOi42604180739084239cc8f0;1;Anomaly;-2,68
202606;AREA 3;JATIM;SURABAYA;KRP;AOi4260420081701763c8f9c0;0;Comply;-15,37
202606;AREA 1;SUMBAGTENG;PADANG;BDT;AOi42604220202495892be370;0;Comply;-17,07
202606;AREA 3;JATIM;MALANG;KPO;AOi4260426032352183efa4b0;1;Anomaly;1,46
202606;AREA 4;KALIMANTAN;BALIKPAPAN;MGG;AOi426042704421702931abd0;0;Comply;-21,81
202606;AREA 3;JATIM;MALANG;BLB;AOk4260420114054869ef3ef0;1;Anomaly;-23,33
202606;AREA 4;MALUKU DAN PAPUA;JAYAPURA;WAE;AOk4260421075228905a114f0;0;Comply;-1,12
202606;AREA 4;SULAWESI;KENDARI;KKA;AOs32604280954311638c2410;0;Comply;-3,33
202606;AREA 2;WESTERN JABOTABEK;SERANG;LGK;AOi1260418023410180a15ca0;0;Comply;-0,81
202606;AREA 3;JATIM;LAMONGAN;BWN;AOi42604111027580441a86e0;0;Anomaly;-15,92
202606;AREA 4;MALUKU DAN PAPUA;AMBON;PAO;AOi42604130950238008cbbd0;0;Comply;-22,18
202606;AREA 3;BALI NUSRA;FLORES;MMR;AOi42604200109140363ad580;0;Comply;-0,31
202606;AREA 1;SUMBAGTENG;BATAM;SLU;AOi4260421040507501e49e30;0;Comply;-27,28
202606;AREA 4;SULAWESI;MAKASSAR;JNP;AOi4260408033707949767210;0;Comply;-50,94
202606;AREA 3;JATENG-DIY;PURWOKERTO;PWT;AOi426041012544138358c4e0;0;Comply;-70,76
202606;AREA 2;JABAR;SOREANG;MJY;AOi4260417043457700193600;1;Anomaly;-20,49
202606;AREA 4;KALIMANTAN;PONTIANAK;STG;AOi4260419021220257e6e590;0;Comply;2,14
202606;AREA 3;BALI NUSRA;DENPASAR;TBN;AOi42604210703502453d4bc0;0;Comply;-82,54
202606;AREA 2;WESTERN JABOTABEK;SERANG;LBU;AOi42604291104484924c4160;1;Anomaly;-2,73
202606;AREA 3;JATENG-DIY;MAGELANG;SWT;AOk426042012223122653cd30;1;Anomaly;-24,73
202606;AREA 2;JABAR;CIREBON;PMN;AOk4260427034857526f24200;1;Anomaly;-18,03
202606;AREA 2;CENTRAL JABOTABEK;NORTHERN JAKARTA;MKR;AOs3260422032117903bc2900;0;Comply;-1,28
202606;AREA 3;JATENG-DIY;SEMARANG;GNK;AOi42604140936215594e2320;1;Anomaly;265,59
202606;AREA 4;KALIMANTAN;PONTIANAK;ANJ;AOi42604190956022863b8360;0;Comply;-15,32
202606;AREA 2;JABAR;BANDUNG;CMI;AOi4260409024522242a48bd0;1;Anomaly;-21,78
202606;AREA 4;KALIMANTAN;SAMARINDA;LKT;AOk42604220149186367d2210;1;Anomaly;-4,39
202606;AREA 2;WESTERN JABOTABEK;SERANG;LGK;AOi1260421042706008717570;0;Comply;-35,36
202606;AREA 2;JABAR;SOREANG;SOR;AOi426041206544715548f380;0;Comply;-20,20
202606;AREA 1;SUMBAGTENG;BATAM;SKN;AOi4260412091107720318ea0;0;Comply;-17,26
202606;AREA 4;MALUKU DAN PAPUA;SORONG;NAB;AOi4260414113423039a9d560;1;Anomaly;1,50
202606;AREA 2;CENTRAL JABOTABEK;NORTHERN JAKARTA;KTZ;AOi4260423114353860b5fe30;1;Anomaly;-25,40
202606;AREA 2;EASTERN JABOTABEK;KARAWANG;RDK;AOb0260409050602661fefac0;0;Comply;-19,90
202606;AREA 4;SULAWESI;MANADO;MOL;AOi42604040901039969413d0;0;Comply;-22,61
202606;AREA 3;JATIM;SURABAYA;JGR;AOk42604290359227288e0c50;0;Comply;-24,67
202606;AREA 1;SUMBAGSEL;BENGKULU;MKO;AOi4260422123438367e44030;0;Anomaly;34,63
202606;AREA 1;SUMBAGSEL;BENGKULU;MNA;AOi4260324120557497464ac0;1;Anomaly;20,45
202606;AREA 2;JABAR;BANDUNG;CKW;AOi426041312262470288b7f0;1;Anomaly;-0,20
202606;AREA 1;SUMBAGTENG;PADANG;SLK;AOi4260406064504764f70ac0;1;Anomaly;3,33
202606;AREA 4;KALIMANTAN;PANGKALAN BUN;PBU;AOi4260422110929718b9d880;1;Anomaly;-21,10
202606;AREA 1;SUMBAGTENG;BUKIT TINGGI;BKT;AOk42604170445429100b0690;0;Comply;-0,05
202606;AREA 4;KALIMANTAN;BANJARMASIN;RTA;AOi42604150256445841ccd80;1;Anomaly;1,81
202606;AREA 4;MALUKU DAN PAPUA;AMBON;TUA;AOi42604220630236429655d0;1;Anomaly;49,18
202606;AREA 4;KALIMANTAN;PONTIANAK;SAO;AOi4260419045245179eb0210;0;Comply;2,06
202606;AREA 3;JATIM;SURABAYA;TNS;AOi4260429121027913986c30;0;Comply;2,35
202606;AREA 2;CENTRAL JABOTABEK;SOUTHERN JAKARTA;BIN;AOs3260414123837102f12770;1;Anomaly;-23,55
202606;AREA 1;SUMBAGUT;RANTAU PRAPAT;ANR;AOi12604090433038285099a0;0;Comply;2,01
202606;AREA 3;BALI NUSRA;FLORES;KLH;AOi42604090151211778aec60;0;Comply;-69,03
202606;AREA 1;SUMBAGTENG;BUKIT TINGGI;BSO;AOi42604100318446853737c0;0;Comply;-1,44
202606;AREA 3;BALI NUSRA;DENPASAR;MMN;AOs32604080231193841f5de0;0;Comply;-2,37
202606;AREA 4;KALIMANTAN;BANJARMASIN;BRI;AOi4260407075300837f2a800;0;Not Comply;7,03
202606;AREA 2;EASTERN JABOTABEK;KARAWANG;BGG;AOi12604261001236111b1e70;1;Anomaly;-45,33
202606;AREA 4;KALIMANTAN;PONTIANAK;SAO;AOi42604080307591882ebf90;0;Comply;-4,24
202606;AREA 3;JATIM;SIDOARJO;KRN;AOi4260410080850125fd9600;0;Comply;-1,11
202606;AREA 3;BALI NUSRA;MATARAM;BIM;AOi4260411102803949f82e90;1;Anomaly;-21,19
202606;AREA 4;SULAWESI;MAKASSAR;PNK;AOs3260405100309876e5e4b0;1;Anomaly;-29,73
202606;AREA 2;CENTRAL JABOTABEK;NORTHERN JAKARTA;CKG;AOi4260411042448008428f10;1;Anomaly;-62,32
202606;AREA 2;CENTRAL JABOTABEK;NORTHERN JAKARTA;MRY;AOi42604120910420353d1fc0;0;Comply;-61,47
202606;AREA 4;KALIMANTAN;BALIKPAPAN;MLA;AOi4260413074126098fca490;1;Anomaly;-0,47
202606;AREA 1;SUMBAGTENG;BUKIT TINGGI;PRS;AOi4260415091129262e087d0;0;Not Comply;3,12
202606;AREA 2;JABAR;BANDUNG;TLE;AOi42604160200134309805c0;0;Comply;-50,01
202606;AREA 2;JABAR;BANDUNG;BDK;AOi4260422022732193865190;0;Comply;-50,21
202606;AREA 3;JATIM;MALANG;KPO;AOi426042208084675203fe60;0;Comply;-17,29
202606;AREA 2;CENTRAL JABOTABEK;SOUTHERN JAKARTA;BIN;AOs3260413125118193fb7540;1;Anomaly;-45,77
202606;AREA 1;SUMBAGTENG;PADANG;PDC;AOi4260409024206846534030;0;Comply;-22,97
202606;AREA 2;JABAR;BANDUNG;CLL;AOk426042803422511414eb00;1;Anomaly;-20,69
202606;AREA 3;JATIM;SURABAYA;LKI;AOs32604240941235721df4e0;0;Comply;-15,55
202606;AREA 4;KALIMANTAN;PALANGKARAYA;MTW;PDAk42604250831128105014f0;0;Not Comply;7,70
202606;AREA 4;KALIMANTAN;PONTIANAK;SAO;AOi4260417025336171956a40;0;Comply;2,86
202606;AREA 3;JATENG-DIY;SURAKARTA;KRT;AOi42604181044090957f0f00;1;Anomaly;-21,59
202606;AREA 2;CENTRAL JABOTABEK;SOUTHERN JAKARTA;JTN;PDAk426041809575995888da00;0;Comply;-18,46
202606;AREA 4;SULAWESI;MANADO;MDO;AOi1260417013543616d71490;0;Comply;2,21
202606;AREA 3;JATIM;SURABAYA;KRP;AOi42604070437570721644a0;0;Comply;-2,37
202606;AREA 3;JATENG-DIY;SURAKARTA;DLG;AOi4260410022014110434330;1;Anomaly;-25,67
202606;AREA 2;WESTERN JABOTABEK;TANGERANG;JIA;AOi426041302281170183f3c0;1;Anomaly;-24,62
202606;AREA 2;EASTERN JABOTABEK;BOGOR;GPI;AOi4260415112515591800bb0;1;Anomaly;-26,07
202606;AREA 4;SULAWESI;KENDARI;PMA;AOi4260421043922710955d20;1;Anomaly;24,83
202606;AREA 4;SULAWESI;BONE;BLK;AOi42604230237076516624b0;0;Anomaly;0,02
202606;AREA 1;SUMBAGUT;WESTERN MEDAN;KSG;AOs3260416123417150e7d910;0;Comply;1,32
202606;AREA 1;SUMBAGSEL;JAMBI;MBN;AOi42604070606055869270d0;0;Comply;1,92
202606;AREA 1;SUMBAGUT;RANTAU PRAPAT;ANP;AOi4260410094221591fcc630;0;Anomaly;2,26
202606;AREA 4;KALIMANTAN;TARAKAN;TRK;AOi42604251002571438dfce0;0;Comply;-0,53
202606;AREA 3;JATIM;LAMONGAN;PAD;AOi426042710121012883ecf0;1;Anomaly;-17,67
202606;AREA 2;JABAR;BANDUNG;UBR;AOk4260417044550460ea8120;1;Anomaly;-22,77
202606;AREA 2;EASTERN JABOTABEK;KARAWANG;PWK;AOi1260426095042294a978c0;0;Comply;-14,10
202606;AREA 4;KALIMANTAN;BANJARMASIN;BJM;PDAk4260427110101395295ca0;0;Comply;-0,84
202606;AREA 3;JATIM;SURABAYA;MYR;AOs3260410112636450530dc0;0;Comply;-36,07
202606;AREA 3;JATIM;SIDOARJO;KRN;AOi426040803374178711e6e0;0;Comply;-16,47
202606;AREA 4;KALIMANTAN;BALIKPAPAN;MGG;AOi4260421110414373db7800;1;Anomaly;5,78
202606;AREA 4;MALUKU DAN PAPUA;SORONG;SON;AOi4260427021036811ec3890;1;Anomaly;95,99
202606;AREA 2;EASTERN JABOTABEK;BOGOR;BOO;AOs32604220450173729218f0;1;Anomaly;-45,07
202606;AREA 1;SUMBAGUT;BANDA ACEH;SKL;AOi4260404121906554ab6490;1;Anomaly;3,90
202606;AREA 1;SUMBAGTENG;BUKIT TINGGI;SCC;AOi4260405125817743ce7c90;1;Anomaly;-4,75
202606;AREA 2;JABAR;SOREANG;MJY;AOi4260406125150894549730;1;Anomaly;0,17
202606;AREA 4;KALIMANTAN;BANJARMASIN;KPL;AOi4260409050431774b8c050;0;Comply;-22,03
202606;AREA 3;JATENG-DIY;PURWOKERTO;SUK;AOi42604090659442389be940;0;Comply;-4,39
202606;AREA 2;CENTRAL JABOTABEK;NORTHERN JAKARTA;SLP;AOi42604230539206167e6ac0;1;Anomaly;-44,69
202606;AREA 4;KALIMANTAN;BALIKPAPAN;MGG;AOi426042709543012788f600;0;Comply;-1,89
202606;AREA 2;WESTERN JABOTABEK;TANGERANG;LKG;AOi4260404100758549a8a580;0;Comply;-47,94
202606;AREA 3;JATENG-DIY;SEMARANG;WLR;AOi4260408084641425a960d0;1;Anomaly;1,88
202606;AREA 1;SUMBAGSEL;LAMPUNG;TJK;AOi42604151058304109b9c70;0;Comply;-23,85
202606;AREA 1;SUMBAGUT;CENTRAL MEDAN;CTD;AOi42604180607250837e2e90;0;Comply;-21,44
202606;AREA 3;JATENG-DIY;SEMARANG;SKR;AOi4260427022633576d81c40;1;Anomaly;1,50
202606;AREA 1;SUMBAGUT;PEMATANG SIANTAR;PDN;AOi4260428090109626550f40;1;Anomaly;-1,34
202606;AREA 3;JATENG-DIY;PEKALONGAN;BMU;AOk4260408091304288c329b0;0;Comply;-20,66
202606;AREA 1;SUMBAGSEL;PALEMBANG;TLK;AOk4260427123352105548670;1;Anomaly;-0,98
202606;AREA 2;CENTRAL JABOTABEK;NORTHERN JAKARTA;MKR;AOk42604280317243180161c0;1;Anomaly;-22,38
202606;AREA 3;JATENG-DIY;MAGELANG;SWT;AOi4260427092206240b5ca50;0;Comply;2,52
202606;AREA 4;KALIMANTAN;SAMARINDA;BLN;AOi42604131053088724d1600;1;Anomaly;32,32
202606;AREA 1;SUMBAGUT;PEMATANG SIANTAR;KBJ;AOi426042901433620806cc80;0;Comply;0,41
202606;AREA 1;SUMBAGSEL;PALEMBANG;TLK;AOk4260411104716727c605e0;0;Comply;-0,38
202606;AREA 2;EASTERN JABOTABEK;BEKASI;PCM;PDAk42604150356173293806a0;0;Comply;1,30
202606;AREA 3;JATIM;JEMBER;PBL;AOi4260407111441415e83020;1;Anomaly;-23,61
202606;AREA 4;KALIMANTAN;PONTIANAK;BIG;AOi42604080627420891e3d10;0;Anomaly;-17,80
202606;AREA 4;SULAWESI;KENDARI;PMA;AOi42604081052592887cd760;1;Anomaly;-2,39
202606;AREA 3;JATENG-DIY;SEMARANG;UNR;AOi4260411075830195bd9700;0;Comply;-20,04
202606;AREA 4;MALUKU DAN PAPUA;AMBON;MSH;AOk4260421072433932abb940;0;Comply;-25,52
202606;AREA 4;SULAWESI;MAKASSAR;PKN;AOs3260411083231578b72130;1;Anomaly;2,88
202606;AREA 3;BALI NUSRA;DENPASAR;JBR;AOs3260416082520809dac350;1;Anomaly;-24,52
202606;AREA 2;JABAR;SOREANG;KAD;AOi4260408070831062d88f10;0;Comply;-21,48
202606;AREA 4;SULAWESI;PALU;PLA;AOi42604080155146083df130;0;Not Comply;6,39
202606;AREA 3;JATENG-DIY;SURAKARTA;MSO;AOi4260408021717649dcc490;1;Anomaly;6,37
202606;AREA 3;JATIM;SURABAYA;KPS;AOi4260411063633555910630;0;Comply;-36,16
202606;AREA 2;JABAR;BANDUNG;TGE;AOi426042405482356167e700;1;Anomaly;-12,96
202606;AREA 4;KALIMANTAN;BANJARMASIN;STI;AOi42604080516433166e24e0;1;Anomaly;-2,93
202606;AREA 4;SULAWESI;PALU;PGI;AOi4260427112610502dec620;1;Anomaly;-0,09
202606;AREA 2;JABAR;BANDUNG;CMI;AOk4260421061326816ed8870;1;Anomaly;-18,67
202606;AREA 2;WESTERN JABOTABEK;TANGERANG;CPA;AOs3260421022359182cee2e0;1;Anomaly;-41,89
202606;AREA 4;KALIMANTAN;BANJARMASIN;KYG;AOi4260331012513574388140;1;Anomaly;1,71
202606;AREA 3;JATENG-DIY;SEMARANG;JHR;AOi42604021148157320d7540;0;Comply;-20,61
202606;AREA 4;KALIMANTAN;BANJARMASIN;KYG;AOi42604030258030553dd240;0;Comply;1,22
202606;AREA 1;SUMBAGSEL;LAMPUNG;KLA;AOi4260409022341365755480;1;Anomaly;-18,11
202606;AREA 3;BALI NUSRA;MATARAM;SAP;AOi426040908005704759f0f0;1;Anomaly;43,65
202606;AREA 2;CENTRAL JABOTABEK;NORTHERN JAKARTA;KDY;AOi4260419121335359be5f70;1;Anomaly;-22,21
202606;AREA 1;SUMBAGTENG;PADANG;KJI;AOi42604200853552983fede0;1;Anomaly;-19,54
202606;AREA 1;SUMBAGUT;PADANG SIDEMPUAN;SBG;AOi42604251013519863dfde0;0;Comply;-1,35
202606;AREA 1;SUMBAGTENG;PADANG;LBY;AOi426042710052895328d0f0;0;Comply;-0,34
202606;AREA 1;SUMBAGSEL;PALEMBANG;SBU;AOi426040411242898798ff30;0;Comply;-22,16
202606;AREA 2;CENTRAL JABOTABEK;SOUTHERN JAKARTA;KRG;AOi4260417121633284862d60;1;Anomaly;-18,46
202606;AREA 4;MALUKU DAN PAPUA;SORONG;SON;AOi42604270127568808607e0;1;Anomaly;284,14
202606;AREA 4;SULAWESI;MAKASSAR;ANT;AOk4260424072219621e18aa0;0;Comply;-19,28
202606;AREA 2;CENTRAL JABOTABEK;SOUTHERN JAKARTA;CWA;AOi4260403070325067e936a0;1;Anomaly;-29,08
202606;AREA 1;SUMBAGUT;RANTAU PRAPAT;KPI;AOi426041305585397128d140;0;Anomaly;3,11
202606;AREA 4;KALIMANTAN;BANJARMASIN;KPL;AOi4260418020255032914d80;1;Anomaly;28,31
202606;AREA 1;SUMBAGUT;BANDA ACEH;BNN;AOi42604211219284537e9170;0;Comply;-16,51
202606;AREA 2;WESTERN JABOTABEK;SERANG;MER;AOi4260422080100996e49ff0;0;Comply;-21,49
202606;AREA 2;JABAR;BANDUNG;TGE;AOi426042405482356167e700;1;Anomaly;-18,06
202606;AREA 4;KALIMANTAN;PALANGKARAYA;PLK;AOk4260418103600610d78b00;0;Comply;-17,72
202606;AREA 3;JATENG-DIY;SEMARANG;SLI;AOk42604221158240533df970;1;Anomaly;-20,91
202606;AREA 4;SULAWESI;PARE-PARE;PLP;AOi426042103053454235bb90;1;Anomaly;-0,02
202606;AREA 4;KALIMANTAN;PONTIANAK;STA;AOi426042209593190136e3f0;0;Comply;0,87
202606;AREA 3;BALI NUSRA;DENPASAR;KLM;AOk4260421082849559c3beb0;0;Comply;-23,93
