Periode;tsel_area;tsel_regional;tsel_branch;sto;Order_Type;SLA_Threshold_Hours;reference_for_counting;reason_of_reference;Duration_Hours;SLA_Status
202605;TREG 2;JAKARTA OUTER;JAKSEL;KAL;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;JAKARTA OUTER;JAKTIM;CWA;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);3,41;Comply
202605;TREG 3;JATIM BARAT;MALANG;BLB;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);118,52;Not Comply
202605;TREG 2;JAKARTA OUTER;JAKSEL;PSM;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);27,66;Comply
202605;TREG 2;BEKASI KARAWANG;KARAWANG;KRW;create;48,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);15,43;Comply
202605;TREG 2;BEKASI KARAWANG;BEKASI;PKY;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);22,74;Comply
202605;TREG 2;JAKARTA OUTER;JAKTIM;JTN;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);4,15;Comply
202605;TREG 2;JAKARTA OUTER;JAKSEL;JAG;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);19,11;Comply
202605;TREG 5;SUMALUT;AMBON;PAO;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;JAKARTA CENTRUM;JAKUT;MKR;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);28,37;Not Comply
202605;TREG 4;BALIKPAPAN;BALIKPAPAN;MGG;create;48,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);4,24;Comply
202605;TREG 3;SEMARANG JATENG UTARA;SEMARANG;SMC;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 3;BALI;DENPASAR UTARA;UBN;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);21,53;Comply
202605;TREG 2;PRIANGAN BARAT;KUJANG;BOO;create;48,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);1,21;Comply
202605;TREG 2;JAKARTA OUTER;JAKSEL;BIN;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);21,88;Comply
202605;TREG 2;JAKARTA OUTER;JAKTIM;CWA;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;JAKARTA OUTER;JAKSEL;JAG;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);19,22;Comply
202605;TREG 4;KALTIMTARA;MELAK;SBR;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);173,27;Not Comply
202605;TREG 2;JAKARTA INNER;JAKBAR;MRY;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);214,29;Not Comply
202605;TREG 2;BANDUNG;BANDUNG BARAT;CMI;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);24,34;Not Comply
202605;TREG 3;YOGYA JATENG SELATAN;YOGYAKARTA;KGD;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);29,42;Comply
202605;TREG 2;PRIANGAN BARAT;KUJANG;CSE;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);5,77;Comply
202605;TREG 4;BALIKPAPAN;BALIKPAPAN;BRU;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;BEKASI KARAWANG;BEKASI;PDE;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);22,66;Comply
202605;TREG 2;JAKARTA OUTER;JAKTIM;PDK;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);29,84;Comply
202605;TREG 2;BANTEN;CIKUPA;TGR;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);118,87;Not Comply
202605;TREG 3;YOGYA JATENG SELATAN;YOGYAKARTA;KBU;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 4;KALSELTENG;BANJARMASIN;ULI;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 1;SUMUT;MEDAN;CTD;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);19,46;Comply
202605;TREG 2;BEKASI KARAWANG;BEKASI;PDE;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);1,06;Comply
202605;TREG 2;JAKARTA OUTER;JAKTIM;JTN;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);6,18;Comply
202605;TREG 1;SUMUT;MEDAN;PUB;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);23,24;Comply
202605;TREG 2;JAKARTA OUTER;JAKSEL;JAG;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;PRIANGAN BARAT;SENTUL;PMU;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);30,55;Not Comply
202605;TREG 3;SURAMADU;SURABAYA UTARA;KNN;create;48,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);0,41;Comply
202605;TREG 2;JAKARTA OUTER;JAKSEL;JAG;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 3;SOLO JATENG TIMUR;KLATEN;BYL;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);30,78;Not Comply
202605;TREG 2;BANDUNG;BANDUNG;TLE;create;48,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);1,63;Comply
202605;TREG 2;BEKASI KARAWANG;KARAWANG;KRW;create;48,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);17,57;Comply
202605;TREG 2;BANDUNG;BANDUNG;DGO;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);23,84;Comply
202605;TREG 2;JAKARTA INNER;JAKBAR;MRY;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);6,90;Comply
202605;TREG 4;BALIKPAPAN;BALIKPAPAN;BRU;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);288,00;Not Comply
202605;TREG 2;BEKASI KARAWANG;BEKASI;PKY;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);31,17;Not Comply
202605;TREG 1;LAMPUNG BENGKULU;LAMPUNG;KLA;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);103,27;Not Comply
202605;TREG 1;SUMUT;MEDAN;PDB;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);26,48;Comply
202605;TREG 4;KALTIMTARA;BONTANG;BLN;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);7,64;Comply
202605;TREG 2;PRIANGAN BARAT;DEPOK;SKJ;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);151,76;Not Comply
202605;TREG 2;PRIANGAN BARAT;DEPOK;SKJ;create;48,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);2,24;Comply
202605;TREG 3;SEMARANG JATENG UTARA;BREBES;BRB;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);2,85;Comply
202605;TREG 2;JAKARTA OUTER;JAKSEL;KBY;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);7,90;Comply
202605;TREG 2;JAKARTA OUTER;JAKTIM;GAN;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);6,76;Comply
202605;TREG 2;JAKARTA OUTER;JAKSEL;KAL;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);7,97;Comply
202605;TREG 4;KALSELTENG;BANJARMASIN;ULI;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);199,97;Not Comply
202605;TREG 4;KALTIMTARA;BULUNGAN BERAU;TRD;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);1,64;Comply
202605;TREG 3;JATIM TIMUR;BANYUWANGI;BWG;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);5,83;Comply
202605;TREG 2;PRIANGAN BARAT;KUJANG;CPS;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);27,13;Comply
202605;TREG 4;KALTIMTARA;TARAKAN;TRK;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);1,22;Comply
202605;TREG 3;JATIM TIMUR;PROBOLINGGO;PBL;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);8,25;Comply
202605;TREG 3;JATIM TIMUR;SIDOARJO;SPJ;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);5,63;Comply
202605;TREG 4;KALSELTENG;BANJARMASIN;ULI;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);123,33;Not Comply
202605;TREG 3;SOLO JATENG TIMUR;SOLO;KRT;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 1;RIAU;BANGKINANG;ARK;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);25,44;Not Comply
202605;TREG 3;BALI;DENPASAR CENTRUM;KLM;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);4,11;Comply
202605;TREG 3;YOGYA JATENG SELATAN;SLEMAN;PKM;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);23,69;Comply
202605;TREG 5;SULBAGSEL;MAROS;SUD;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 3;BALI;DENPASAR CENTRUM;KLM;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);8,94;Comply
202605;TREG 1;RIAU;BANGKINANG;ARK;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);386,00;Not Comply
202605;TREG 2;JAKARTA CENTRUM;JAKUT;CIL;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);19,86;Comply
202605;TREG 2;BANDUNG;BANDUNG BARAT;CMI;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);5,18;Comply
202605;TREG 2;BEKASI KARAWANG;BEKASI;PKY;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);105,37;Not Comply
202605;TREG 2;BANDUNG;BANDUNG;GGK;create;48,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);0,37;Comply
202605;TREG 2;JAKARTA OUTER;JAKSEL;CPE;create;48,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);2,50;Comply
202605;TREG 2;BEKASI KARAWANG;BEKASI;PKY;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);4,89;Comply
202605;TREG 2;BANTEN;PASAR BARU;PSK;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);9,90;Comply
202605;TREG 2;BEKASI KARAWANG;BEKASI;KRA;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);27,00;Comply
202605;TREG 2;JAKARTA OUTER;JAKTIM;KRG;create;48,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);0,64;Comply
202605;TREG 4;BALIKPAPAN;BALIKPAPAN;GSA;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);5,16;Comply
202605;TREG 2;JAKARTA OUTER;JAKTIM;KLD;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);58,05;Not Comply
202605;TREG 1;RIAU;RIKEP;BTC;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);24,27;Not Comply
202605;TREG 2;BANTEN;CIPUTAT;CLD;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);27,15;Not Comply
202605;TREG 1;SUMBAR JAMBI;SUMBAR;LBY;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);5,19;Comply
202605;TREG 2;JAKARTA INNER;JAKBAR;TGA;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 1;SUMBAR JAMBI;BUKIT TINGGI;LBB;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;JAKARTA OUTER;JAKSEL;JAG;create;48,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);2,33;Comply
202605;TREG 4;KALBAR;SINGKAWANG;SNW;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 4;KALBAR;PONTIANAK;PTK;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 4;KALBAR;SINTANG;STG;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);106,44;Not Comply
202605;TREG 2;BEKASI KARAWANG;BEKASI;KRA;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);53,51;Not Comply
202605;TREG 2;BANTEN;LENGKONG;SRP;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);34,56;Comply
202605;TREG 3;SURAMADU;GRESIK;GSK;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);5,61;Comply
202605;TREG 4;KALTIMTARA;TARAKAN;TRK;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);12,26;Comply
202605;TREG 2;BANTEN;CIPUTAT;PKU;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);6,37;Comply
202605;TREG 2;BANTEN;CIPUTAT;PKU;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);6,42;Comply
202605;TREG 4;BALIKPAPAN;BALIKPAPAN;KTB;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);30,20;Comply
202605;TREG 1;RIAU;DUMAI;DRI;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);5,97;Comply
202605;TREG 1;RIAU;BANGKINANG;ARK;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);198,54;Not Comply
202605;TREG 3;NUSA TENGGARA;NTB;MTR;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 3;JATIM BARAT;TULUNG AGUNG;TUL;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 1;RIAU;RIDAR;BKR;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);20,84;Comply
202605;TREG 2;BANTEN;LENGKONG;SRP;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;JAKARTA OUTER;JAKSEL;TBE;create;48,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);3,05;Comply
202605;TREG 1;SUMBAR JAMBI;SOLOK;SLK;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 1;RIAU;RIDAR;PBB;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);6,85;Comply
202605;TREG 2;PRIANGAN BARAT;DEPOK;DEP;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);122,48;Not Comply
202605;TREG 2;JAKARTA OUTER;JAKSEL;KBY;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);13,24;Comply
202605;TREG 4;BALIKPAPAN;BALIKPAPAN;KTB;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);72,68;Not Comply
202605;TREG 3;BALI;DENPASAR SELATAN;KUT;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);26,38;Not Comply
202605;TREG 3;BALI;DENPASAR UTARA;UBN;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);13,16;Comply
202605;TREG 2;PRIANGAN BARAT;DEPOK;SKJ;create;48,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);1,53;Comply
202605;TREG 1;RIAU;BANGKINANG;ARK;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);56,19;Not Comply
202605;TREG 2;JAKARTA OUTER;JAKTIM;JTN;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);10,60;Comply
202605;TREG 2;BANTEN;PASAR BARU;TAN;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);22,36;Comply
202605;TREG 1;ACEH;LANGSA;KSG;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;JAKARTA OUTER;JAKTIM;GAN;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);54,74;Not Comply
202605;TREG 2;BANTEN;CIPUTAT;CPA;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);541,83;Not Comply
202605;TREG 2;JAKARTA OUTER;JAKSEL;BIN;create;48,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);3,49;Comply
202605;TREG 3;SURAMADU;SURABAYA UTARA;KNN;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);12,80;Comply
202605;TREG 1;SUMUT;MEDAN;CTD;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);82,87;Not Comply
202605;TREG 4;KALTIMTARA;BONTANG;BOT;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);71,64;Not Comply
202605;TREG 5;SULBAGTENG;PALU;PLB;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;BEKASI KARAWANG;BEKASI;KLB;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);24,69;Not Comply
202605;TREG 1;SUMBAGSEL;BABEL;PGP;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);67,74;Not Comply
202605;TREG 1;SUMBAGSEL;BELITUNG;TJN;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);17,76;Comply
202605;TREG 3;SEMARANG JATENG UTARA;UNGARAN;ABR;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);72,90;Not Comply
202605;TREG 4;KALSELTENG;BANJARBARU;BBR;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 5;PAPUA;ABEPURA;ABE;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);89,94;Not Comply
202605;TREG 4;KALSELTENG;PANGKALAN BUN;PBU;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);22,97;Comply
202605;TREG 2;BEKASI KARAWANG;BEKASI;KRA;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);22,79;Comply
202605;TREG 2;BEKASI KARAWANG;CIKARANG;JBB;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);21,70;Comply
202605;TREG 2;BANTEN;CIPUTAT;CPA;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);68,10;Not Comply
202605;TREG 2;JAKARTA OUTER;JAKTIM;GAN;create;48,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);14,84;Comply
202605;TREG 4;KALSELTENG;TANJUNG TABALONG;TJL;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);68,41;Not Comply
202605;TREG 4;KALTIMTARA;BONTANG;STT;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);20,15;Comply
202605;TREG 2;BEKASI KARAWANG;BEKASI;KRA;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);23,46;Comply
202605;TREG 1;ACEH;ACEH;MRU;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);497,00;Not Comply
202605;TREG 3;SURAMADU;GRESIK;GSK;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);48,01;Not Comply
202605;TREG 3;YOGYA JATENG SELATAN;PURWOKERTO;PWT;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);2,08;Comply
202605;TREG 4;KALTIMTARA;MELAK;TGG;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);74,47;Not Comply
202605;TREG 4;BALIKPAPAN;BALIKPAPAN;BAM;create;48,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);0,46;Comply
202605;TREG 3;YOGYA JATENG SELATAN;PURWOKERTO;SUK;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);67,61;Not Comply
202605;TREG 4;KALTIMTARA;BULUNGAN BERAU;TRD;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);43,66;Not Comply
202605;TREG 4;KALTIMTARA;BULUNGAN BERAU;LNN;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);117,75;Not Comply
202605;TREG 3;YOGYA JATENG SELATAN;CILACAP;MAN;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);187,84;Not Comply
202605;TREG 3;YOGYA JATENG SELATAN;PURWOREJO;PWJ;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 5;PAPUA;SENTANI;SNI;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);75,31;Not Comply
202605;TREG 2;JAKARTA OUTER;JAKTIM;KRG;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);22,51;Comply
202605;TREG 3;JATIM BARAT;KEPANJEN;KEP;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 3;YOGYA JATENG SELATAN;PURWOKERTO;PWT;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);1.412,60;Not Comply
202605;TREG 3;JATIM TIMUR;JOMBANG;JOM;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);2,61;Comply
202605;TREG 3;YOGYA JATENG SELATAN;PURWOKERTO;AJB;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);243,63;Not Comply
202605;TREG 3;JATIM BARAT;MALANG;MLG;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);44,69;Not Comply
202605;TREG 2;JAKARTA CENTRUM;JAKUT;KLG;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);0,94;Comply
202605;TREG 2;JAKARTA OUTER;JAKTIM;CWA;migrate;24,00;PI;bima_customerassign_date kosong → pakai orca_pi_date (durasi negatif di-clamp ke 0 = Comply);22,75;Comply
