Periode;org_1;org_2;org_3;sto;order_id;trouble_no;flag_exclude_all;is_duplicate_order;Wilsus
202601;AREA 1;SUMBAGSEL;JAMBI;MAB;AOi4251128085449682b00c60;INC44944489;0;0;1
202601;AREA 1;SUMBAGSEL;JAMBI;MAB;PDAk425112809135815166ba30;INC43173554;0;0;1
202601;AREA 1;SUMBAGSEL;JAMBI;MAB;AOi4251119110408567428ad0;INC43049530;0;0;1
202601;AREA 1;SUMBAGSEL;PANGKAL PINANG;TBI;AOi425110511023623759cca0;INC43108668;0;1;1
202601;AREA 1;SUMBAGSEL;PANGKAL PINANG;TBI;AOi4251115054640546371e60;INC43214575;0;0;1
202601;AREA 1;SUMBAGSEL;PANGKAL PINANG;TBI;AOi4251104071420526343000;INC42463080;0;0;1
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;ANP;AOi42511140432540528dd480;INC45198989;0;0;0
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;ANP;AOi4251122074800322f32820;INC43359510;0;1;0
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;ANP;AOi4251122074800322f32820;INC45355379;0;1;0
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;ANP;AOs325111809280249711dfe0;INC44063879;0;0;0
202601;AREA 1;SUMBAGUT;PADANG SIDEMPUAN;SBG;AOi42511151212046938626f0;INC44141517;0;0;0
202601;AREA 1;SUMBAGUT;PADANG SIDEMPUAN;SBG;AOi4251110024558501c24030;INC42521520;0;0;0
202601;AREA 1;SUMBAGUT;PADANG SIDEMPUAN;SBG;AOi42511170610067349cd510;INC42801059;0;0;0
202601;AREA 1;SUMBAGUT;PADANG SIDEMPUAN;SBG;AOi4251108022305919c13580;INC43619119;0;0;0
202601;AREA 1;SUMBAGUT;PADANG SIDEMPUAN;SBG;AOi4251120123011059f32a80;INC44474463;0;0;0
202601;AREA 1;SUMBAGUT;PADANG SIDEMPUAN;SBG;AOi42511010904126822bc250;INC43712723;0;0;0
202601;AREA 1;SUMBAGUT;PADANG SIDEMPUAN;SBG;AOi4251107010356448db11f0;INC43785528;0;0;0
202601;AREA 1;SUMBAGUT;PADANG SIDEMPUAN;SBG;AOi42510270851578691bc240;INC44436327;0;0;0
202601;AREA 1;SUMBAGUT;PADANG SIDEMPUAN;SBG;AOi4251117125039548849f00;INC42750894;0;0;0
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;KIS;AOi4251114063705661a83d70;INC43237736;0;0;0
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;KIS;AOi425102903123860962e460;INC44409108;0;0;0
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;KIS;AOi4251106113527714a67d30;INC42360425;0;0;0
202601;AREA 1;SUMBAGUT;BANDA ACEH;DAR;AOi4251117080552881cf4870;INC43142847;0;0;0
202601;AREA 1;SUMBAGUT;BANDA ACEH;DAR;AOi4251105110336876401b40;INC43910670;0;0;0
202601;AREA 1;SUMBAGUT;BANDA ACEH;DAR;AOi4251106090050680bcd2d0;INC43493966;0;0;0
202601;AREA 1;SUMBAGUT;BANDA ACEH;DAR;AOi4251118100142529612630;INC44111072;0;0;0
202601;AREA 1;SUMBAGUT;BANDA ACEH;DAR;AOi42511290539048310ba6a0;INC43920056;0;0;0
202601;AREA 1;SUMBAGUT;BANDA ACEH;DAR;AOi425111902451619261fc90;INC43424655;0;0;0
202601;AREA 1;SUMBAGUT;CENTRAL MEDAN;BLW;PDAk425111712261156643d7f0;INC43783249;0;0;0
202601;AREA 1;SUMBAGSEL;LAMPUNG;BDA;AOi4251029042618268a381b0;INC42051437;0;0;0
202601;AREA 1;SUMBAGSEL;LAMPUNG;SRW;AOi4251115101521663e0e290;INC43990266;0;0;0
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;RAP;AOi42511071012500946aeba0;INC43223249;0;0;0
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;RAP;AOi4251106054709001f77430;INC43610329;0;0;0
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;RAP;AOi4251110033718164fb1b80;INC44266985;0;0;0
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;RAP;AOi4251113030133581e57c40;INC43802093;0;0;0
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;RAP;AOi425111004565788889ce90;INC42547065;0;0;0
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;RAP;AOi42510311057025446cc720;INC43078224;0;0;0
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;RAP;AOi4251103010317122de9920;INC42374054;0;0;0
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;RAP;AOk42511130214478817bcf60;INC43950878;0;0;0
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;RAP;AOi425110101070632851f840;INC44713702;0;0;0
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;RAP;AOi42511251244163910bdd50;INC43619256;0;0;0
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;RAP;AOi425111210514437507fb20;INC42655541;0;0;0
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;RAP;AOi42511160240521159e0e80;INC45256704;0;0;0
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;RAP;AOi4251125110326245f6b010;INC43182047;0;0;0
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;RAP;AOi4251105060121411a59cb0;INC44160724;0;0;0
202601;AREA 1;SUMBAGUT;PADANG SIDEMPUAN;PND;AOi42511220248481406656b0;INC43740988;0;0;0
202601;AREA 1;SUMBAGUT;PADANG SIDEMPUAN;PND;AOi4251114054142130cedde0;INC43522950;0;0;0
202601;AREA 1;SUMBAGUT;PADANG SIDEMPUAN;PND;AOi4251114073048950e6aeb0;INC44506635;0;0;0
202601;AREA 1;SUMBAGUT;PADANG SIDEMPUAN;PND;AOi4251104081708223f1fe10;INC43704837;0;0;0
202601;AREA 1;SUMBAGUT;PADANG SIDEMPUAN;PND;AOi4251121020702723a6a5b0;INC43497219;0;0;0
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;NGB;AOi42511180748097114e18f0;INC44684924;0;0;0
202601;AREA 1;SUMBAGSEL;PALEMBANG;PBM;AOi4251122030307299df6710;INC45288952;0;0;0
202601;AREA 1;SUMBAGSEL;PALEMBANG;PBM;AOb02511300836251636093f0;INC43939769;0;0;0
202601;AREA 1;SUMBAGSEL;PALEMBANG;PBM;AOi4251117094103686d46000;INC44986199;0;0;0
202601;AREA 1;SUMBAGSEL;PALEMBANG;PBM;AOi425110903191161286ae00;INC44396544;0;0;0
202601;AREA 1;SUMBAGSEL;PALEMBANG;PBM;AOi42511091016393447f3630;INC43811779;0;0;0
202601;AREA 1;SUMBAGTENG;BATAM;SKN;AOi4251029023857245f1adc0;INC44046141;0;0;0
202601;AREA 1;SUMBAGTENG;PEKANBARU;PKR;AOi4251110061323374164eb0;INC42569331;0;0;0
202601;AREA 1;SUMBAGTENG;PEKANBARU;PKR;AOi4251122032130383d445a0;INC45196632;0;0;0
202601;AREA 1;SUMBAGTENG;PEKANBARU;PKR;PDAk42510020950148398261a0;INC42099702;0;0;0
202601;AREA 1;SUMBAGTENG;BUKIT TINGGI;PYK;AOk42511080541258104e2830;INC44613157;0;0;0
202601;AREA 1;SUMBAGTENG;BUKIT TINGGI;PYK;AOi4251118114831536931a40;INC42920769;0;0;0
202601;AREA 1;SUMBAGTENG;BUKIT TINGGI;PYK;AOi4251105120722491f17e50;INC44622344;0;0;0
202601;AREA 1;SUMBAGUT;CENTRAL MEDAN;PDB;AOi42511040340522704128d0;INC43786506;0;0;0
202601;AREA 1;SUMBAGTENG;PADANG;KJI;AOi4251120050242592b4b5b0;INC43609515;0;0;0
202601;AREA 1;SUMBAGTENG;PADANG;KJI;AOk42511030509395493b6fa0;INC44229423;0;0;0
202601;AREA 1;SUMBAGSEL;JAMBI;MBN;AOi42511170915353010aa920;INC42960002;0;0;0
202601;AREA 1;SUMBAGUT;BANDA ACEH;KTN;AOi425111207214373165e2d0;INC43239684;0;0;0
202601;AREA 1;SUMBAGUT;BANDA ACEH;KTN;AOi4251112065006198b66b70;INC43196180;0;0;0
202601;AREA 1;SUMBAGUT;BANDA ACEH;KTN;AOi4251107124624737f3f810;INC43292347;0;0;0
202601;AREA 1;SUMBAGUT;BANDA ACEH;KTN;AOi42510300306007385adf00;INC43324227;0;0;0
202601;AREA 1;SUMBAGUT;BANDA ACEH;KTN;AOi425111207044245481ab80;INC43149505;0;0;0
202601;AREA 1;SUMBAGUT;BANDA ACEH;KTN;AOi4251027074222565a162c0;INC43326453;0;0;0
202601;AREA 1;SUMBAGUT;BANDA ACEH;KTN;AOi42511220125463416783c0;INC43423999;0;0;0
202601;AREA 1;SUMBAGUT;BANDA ACEH;MBO;AOi42511201017420341b8580;INC44696961;0;0;0
202601;AREA 1;SUMBAGUT;BANDA ACEH;MBO;AOi425110407243018080e3f0;INC43265903;0;0;0
202601;AREA 1;SUMBAGUT;BANDA ACEH;MBO;AOi4251112040321189ec6a30;INC44765857;0;1;0
202601;AREA 1;SUMBAGUT;BANDA ACEH;MBO;AOi42511190832470025552e0;INC44227161;0;0;0
202601;AREA 1;SUMBAGUT;BANDA ACEH;MBO;PDAk425102702195907995cad0;INC43811622;0;1;0
202601;AREA 1;SUMBAGUT;BANDA ACEH;MBO;AOi425111402492133565d420;INC43961391;0;0;0
202601;AREA 1;SUMBAGUT;WESTERN MEDAN;LSK;AOi425111705493721583d9b0;INC42995574;0;0;0
202601;AREA 1;SUMBAGUT;WESTERN MEDAN;LSK;AOi425111602565404679c060;INC44608117;0;0;0
202601;AREA 1;SUMBAGUT;WESTERN MEDAN;LSK;AOi4251107110335222687070;INC43959972;0;0;0
202601;AREA 1;SUMBAGUT;WESTERN MEDAN;LSK;AOi4251119102913276323ee0;INC43829044;0;0;0
202601;AREA 1;SUMBAGTENG;DUMAI;PPN;AOi425112312252256339e8d0;INC44176228;0;1;0
202601;AREA 1;SUMBAGTENG;DUMAI;PPN;AOi425112312252256339e8d0;INC43215656;0;1;0
202601;AREA 1;SUMBAGSEL;LAMPUNG;KRU;AOi4251122073451158b12d20;INC44846398;0;1;0
202601;AREA 1;SUMBAGUT;PADANG SIDEMPUAN;TRT;AOi4251118103336510a19fc0;INC43767646;0;0;0
202601;AREA 1;SUMBAGSEL;PANGKAL PINANG;TBI;AOi425112810491213513f100;INC43153416;0;0;1
202601;AREA 1;SUMBAGSEL;PANGKAL PINANG;TBI;AOi42511030521384394785b0;INC43089290;0;0;1
202601;AREA 1;SUMBAGSEL;PANGKAL PINANG;TBI;AOi4251103060903302cee5a0;INC43229913;0;0;1
202601;AREA 1;SUMBAGSEL;PANGKAL PINANG;TBI;AOi42511051246158885a34d0;INC44557659;0;0;1
202601;AREA 1;SUMBAGSEL;PANGKAL PINANG;TBI;AOi4251113101322079350130;INC44959843;0;0;1
202601;AREA 1;SUMBAGSEL;PANGKAL PINANG;TBI;AOi4251104021653029fcbfb0;INC44135522;0;0;1
202601;AREA 1;SUMBAGSEL;PANGKAL PINANG;TBI;AOi425110511023623759cca0;INC42961480;0;1;1
202601;AREA 1;SUMBAGSEL;PANGKAL PINANG;TBI;AOi4251105110415234b88480;INC43231224;0;0;1
202601;AREA 1;SUMBAGSEL;PALEMBANG;KAG;AOi42511240115132137c7f20;INC44858643;0;0;0
202601;AREA 1;SUMBAGUT;BANDA ACEH;MBO;AOi4251112040321189ec6a30;INC43814869;0;1;0
202601;AREA 1;SUMBAGUT;BANDA ACEH;MBO;PDAk425102702195907995cad0;INC43524486;0;1;0
202601;AREA 1;SUMBAGUT;BANDA ACEH;MBO;AOi4251101091134624188160;INC42895196;0;0;0
202601;AREA 1;SUMBAGUT;BANDA ACEH;MBO;AOi425111911463851540afa0;INC43203452;0;0;0
202601;AREA 1;SUMBAGUT;BANDA ACEH;MBO;AOi4251114054242204253260;INC44935133;0;0;0
202601;AREA 1;SUMBAGUT;WESTERN MEDAN;LSM;AOi4251105013847634cbf1b0;INC44376726;0;0;0
202601;AREA 1;SUMBAGUT;WESTERN MEDAN;LSM;AOk4251119021647587596e50;INC42961541;0;0;0
202601;AREA 1;SUMBAGUT;CENTRAL MEDAN;TTG;AOi4251105094659601b8ae10;INC43927868;0;0;0
202601;AREA 1;SUMBAGUT;CENTRAL MEDAN;TTG;AOi4251116090249498622f00;INC42832147;0;0;0
202601;AREA 1;SUMBAGUT;CENTRAL MEDAN;TTG;AOi4251104092853298b7ee80;INC43969602;0;0;0
202601;AREA 1;SUMBAGSEL;LAMPUNG;PJN;AOi425110407284686454f550;INC43216780;0;0;0
202601;AREA 1;SUMBAGSEL;PALEMBANG;PGC;AOs3251106051618309265310;INC43911975;0;0;0
202601;AREA 1;SUMBAGSEL;PALEMBANG;PGC;AOi4251119042857750106c10;INC42747125;0;0;0
202601;AREA 1;SUMBAGSEL;PALEMBANG;PGC;AOi425111611504667250fbe0;INC44814916;0;0;0
202601;AREA 1;SUMBAGSEL;LAMPUNG;TKB;AOi42510250225438569b3640;INC43410757;0;1;0
202601;AREA 1;SUMBAGSEL;LAMPUNG;TKB;PDAk42511131122042870ca9d0;INC44433498;0;0;0
202601;AREA 1;SUMBAGSEL;LAMPUNG;KLA;AOi12511130327047594916a0;INC43150572;0;0;0
202601;AREA 1;SUMBAGUT;WESTERN MEDAN;LSM;AOk425110901492774751d8d0;INC42568405;0;0;0
202601;AREA 1;SUMBAGUT;WESTERN MEDAN;LSM;AOi4251110121303864ad7a10;INC44535774;0;0;0
202601;AREA 1;SUMBAGSEL;PALEMBANG;KTU;AOb0251113040130502aacfd0;INC42706632;0;0;0
202601;AREA 1;SUMBAGUT;PEMATANG SIANTAR;PMS;AOi42511141156097397766f0;INC43035165;0;0;0
202601;AREA 1;SUMBAGUT;PEMATANG SIANTAR;PMS;AOi42511080344465736be6f0;INC44259170;0;1;0
202601;AREA 1;SUMBAGUT;PEMATANG SIANTAR;PMS;AOi4251105073844838f6bac0;INC42944388;0;0;0
202601;AREA 1;SUMBAGSEL;BENGKULU;CRP;AOi4251102081312218e974e0;INC42255426;0;0;0
202601;AREA 1;SUMBAGSEL;BENGKULU;CRP;AOi42511231016229651114a0;INC44446402;0;0;0
202601;AREA 1;SUMBAGSEL;PANGKAL PINANG;TBI;AOi4251105103207140e410d0;INC43096590;0;0;1
202601;AREA 1;SUMBAGSEL;PANGKAL PINANG;TBI;AOi42511050746126083c0890;INC43323510;0;0;1
202601;AREA 1;SUMBAGSEL;PALEMBANG;IDL;AOi42511260338417546deae0;INC44762287;0;0;1
202601;AREA 1;SUMBAGSEL;PALEMBANG;IDL;PDAk4251111123253155bb98c0;INC42920101;0;0;1
202601;AREA 1;SUMBAGSEL;PALEMBANG;IDL;AOi4251119091038751d4a9c0;INC44687645;0;0;1
202601;AREA 1;SUMBAGSEL;PALEMBANG;IDL;AOi4251112033450859650990;INC42960167;0;0;1
202601;AREA 1;SUMBAGSEL;PALEMBANG;IDL;AOi4251031083302103a59960;INC42307245;0;0;1
202601;AREA 1;SUMBAGSEL;PALEMBANG;IDL;AOi4251111020550088b6a290;INC43648672;0;0;1
202601;AREA 1;SUMBAGSEL;LAMPUNG;KLA;AOi4251124021223347be6380;INC44539503;0;0;0
202601;AREA 1;SUMBAGUT;WESTERN MEDAN;BJI;AOi425112309093225765d040;INC45445567;0;0;0
202601;AREA 1;SUMBAGUT;WESTERN MEDAN;BJI;AOk425111210104229626a530;INC42757979;0;0;0
202601;AREA 1;SUMBAGUT;WESTERN MEDAN;BJI;AOi4251112095141802f17b20;INC42885828;0;0;0
202601;AREA 1;SUMBAGTENG;BUKIT TINGGI;PDJ;AOi4251119025211720369340;INC45016654;0;0;0
202601;AREA 1;SUMBAGUT;PADANG SIDEMPUAN;SBG;AOi425111708285751288c090;INC45117292;0;0;0
202601;AREA 1;SUMBAGUT;PADANG SIDEMPUAN;SBG;AOi4251105022534991f72aa0;INC44251385;0;0;0
202601;AREA 1;SUMBAGUT;PADANG SIDEMPUAN;SBG;AOi425112204223363780ee00;INC43532747;0;0;0
202601;AREA 1;SUMBAGUT;BANDA ACEH;DAR;AOi4251117100228315f0b230;INC42898420;0;0;0
202601;AREA 1;SUMBAGSEL;BENGKULU;CRP;AOi42511290110309399210c0;INC44604996;0;0;0
202601;AREA 1;SUMBAGSEL;LAMPUNG;KDT;PDAk42511221047158985b2650;INC43777732;0;0;0
202601;AREA 1;SUMBAGSEL;LAMPUNG;KDT;PDAk4251112094549153f48ed0;INC42837617;0;0;0
202601;AREA 1;SUMBAGTENG;BATAM;SLU;AOi42511200938238720e6f10;INC43203338;0;0;0
202601;AREA 1;SUMBAGTENG;BATAM;SLU;AOi4251111075637379f96a80;INC42832184;0;0;0
202601;AREA 1;SUMBAGSEL;BENGKULU;TMO;AOi42511070806318219159f0;INC44991587;0;0;0
202601;AREA 1;SUMBAGTENG;DUMAI;BGU;AOi425111412543575730aea0;INC45112736;0;0;0
202601;AREA 1;SUMBAGTENG;BUKIT TINGGI;LBA;AOi4251111033545576ae84e0;INC44774266;0;0;0
202601;AREA 1;SUMBAGTENG;BUKIT TINGGI;LBA;AOi4251104102551455e15e50;INC43970128;0;0;0
202601;AREA 1;SUMBAGTENG;BUKIT TINGGI;LBA;AOi4251104100119873ae6b50;INC43304451;0;0;0
202601;AREA 1;SUMBAGUT;BANDA ACEH;BNA;AOi4251112104821279e1b6d0;INC42551347;0;0;0
202601;AREA 1;SUMBAGUT;BANDA ACEH;BNA;AOi4251031051536241f58b50;INC42291511;0;0;0
202601;AREA 1;SUMBAGUT;BANDA ACEH;BNA;AOi425112210211648572d280;INC44585818;0;0;0
202601;AREA 1;SUMBAGUT;PEMATANG SIANTAR;KBJ;AOi4251111100844361837270;INC44615975;0;1;0
202601;AREA 1;SUMBAGUT;PEMATANG SIANTAR;KBJ;AOi4251123033928523261760;INC45014044;0;0;0
202601;AREA 1;SUMBAGUT;PEMATANG SIANTAR;KBJ;AOi4251111100844361837270;INC44032913;0;1;0
202601;AREA 1;SUMBAGUT;PEMATANG SIANTAR;KBJ;AOi4251111100844361837270;INC43663325;0;1;0
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;ANP;AOi425110607022255771cb10;INC42668561;0;0;1
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;ANP;AOi42510301118141830b5960;INC44745919;0;0;1
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;ANP;AOi4251102100007992efb440;INC42596510;0;0;1
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;ANP;AOi42511031104437854b6a40;INC43116526;0;1;1
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;ANP;AOi425110402272808172a5d0;INC42522145;0;0;1
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;ANP;AOi42511031104437854b6a40;INC43739954;0;1;1
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;ANP;AOi42511021053025165c3ae0;INC43485497;0;1;1
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;ANP;AOi42511021053025165c3ae0;INC43765773;0;1;1
202601;AREA 1;SUMBAGUT;BANDA ACEH;DAR;AOi4251103113908211b9f5a0;INC42421869;0;0;0
202601;AREA 1;SUMBAGUT;BANDA ACEH;DAR;AOi4251109044931331bea660;INC42654369;0;0;0
202601;AREA 1;SUMBAGUT;BANDA ACEH;DAR;AOk42511050353078059c7190;INC42692588;0;0;0
202601;AREA 1;SUMBAGSEL;PALEMBANG;BLT;AOi4251111060306477de08c0;INC44476822;0;0;0
202601;AREA 1;SUMBAGTENG;PADANG;PDC;AOi4251114040446106a67080;INC42655517;0;0;0
202601;AREA 1;SUMBAGTENG;PADANG;PDC;AOi42511240725374236c7d60;INC43426739;0;0;0
202601;AREA 1;SUMBAGTENG;PADANG;PDC;AOi4251119075229391fe5a70;INC43309103;0;0;0
202601;AREA 1;SUMBAGTENG;PEKANBARU;RGT;AOi4251110065129536256680;INC44849687;0;0;0
202601;AREA 1;SUMBAGTENG;BUKIT TINGGI;SCC;AOi4251101124520873631c90;INC42684447;0;0;0
202601;AREA 1;SUMBAGUT;PEMATANG SIANTAR;KBJ;AOi42510280417467982ea390;INC42161030;0;0;0
202601;AREA 1;SUMBAGUT;PEMATANG SIANTAR;KBJ;AOi4251128104908663064cb0;INC45032570;0;0;0
202601;AREA 1;SUMBAGUT;PEMATANG SIANTAR;KBJ;AOi4251114114628082693800;INC45072206;0;0;0
202601;AREA 1;SUMBAGUT;PEMATANG SIANTAR;KBJ;AOi42511180953083900cddd0;INC42937867;0;0;0
202601;AREA 1;SUMBAGTENG;PEKANBARU;AMK;AOi42511080849468412f5e80;INC43547526;0;0;0
202601;AREA 1;SUMBAGSEL;LAMPUNG;KDT;AOi42511091116583430b1be0;INC42492127;0;0;0
202601;AREA 1;SUMBAGTENG;BATAM;SLU;PDAk4251120072828731cbe4b0;INC45302976;0;0;0
202601;AREA 1;SUMBAGSEL;JAMBI;SPN;AOi42511240112190505ea500;INC44944059;0;0;1
202601;AREA 1;SUMBAGTENG;DUMAI;TAK;AOi1251109022314711e70c90;INC44516345;0;0;1
202601;AREA 1;SUMBAGUT;RANTAU PRAPAT;NGB;AOi4251117055725064c16cb0;INC42910517;0;0;1
202601;AREA 1;SUMBAGSEL;BENGKULU;MKO;AOi42511191225594823a62e0;INC44629220;0;0;1
202601;AREA 1;SUMBAGSEL;BENGKULU;MKO;AOi425102910570384226e540;INC44477005;0;0;1
202601;AREA 1;SUMBAGSEL;BENGKULU;MKO;AOs3251103051424884612b20;INC43032403;0;0;1
202601;AREA 1;SUMBAGSEL;LAMPUNG;BDA;AOk4251103050207499219850;INC44677815;0;0;1
202601;AREA 1;SUMBAGSEL;LAMPUNG;BDA;AOi4251110072808371962470;INC42922640;0;0;1
202601;AREA 1;SUMBAGSEL;LAMPUNG;BDA;AOi4251110075915326756060;INC45071382;0;0;1
202601;AREA 1;SUMBAGSEL;LAMPUNG;BDA;AOi42511070337383383d9ef0;INC43486501;0;0;1
202601;AREA 1;SUMBAGUT;PEMATANG SIANTAR;KBJ;AOi425111704211821352a4e0;INC44507793;0;0;0
202601;AREA 1;SUMBAGUT;PEMATANG SIANTAR;KBJ;AOi4251110012443155811e10;INC42728842;0;1;0
202601;AREA 1;SUMBAGUT;PEMATANG SIANTAR;KBJ;AOi4251110012443155811e10;INC42974413;0;1;0
202601;AREA 1;SUMBAGUT;CENTRAL MEDAN;DLT;AOi4251122113945480967b60;INC44730688;0;0;0
202601;AREA 1;SUMBAGUT;PEMATANG SIANTAR;TBT;AOi42511221028389763e2800;INC44298908;0;0;0
202601;AREA 1;SUMBAGUT;PEMATANG SIANTAR;TBT;AOi4251101080407916cda5d0;INC44182015;0;0;0
202601;AREA 1;SUMBAGUT;PEMATANG SIANTAR;TBT;AOi42511070358528042a5ff0;INC44539275;0;0;0
202601;AREA 1;SUMBAGUT;PEMATANG SIANTAR;TBT;AOi42511070515225469959f0;INC44014570;0;0;0
202601;AREA 1;SUMBAGTENG;BATAM;SLU;PDAk42511231019545425a28e0;INC43430749;0;0;0
202601;AREA 1;SUMBAGTENG;BATAM;SLU;AOs3251124031821038e84970;INC43073182;0;0;0
202601;AREA 1;SUMBAGTENG;BATAM;SLU;AOi42511121157040449de350;INC44190086;0;1;0
202601;AREA 1;SUMBAGTENG;BATAM;SLU;AOi42511121157040449de350;INC43782427;0;1;0
202601;AREA 1;SUMBAGTENG;BATAM;SLU;AOk42511170813007136d5aa0;INC43157004;0;1;0
202601;AREA 1;SUMBAGTENG;BATAM;SLU;AOi425111407345956151efd0;INC44826129;0;0;0
202601;AREA 1;SUMBAGTENG;BATAM;SLU;AOi4251101043447666510530;INC44410592;0;0;0
202601;AREA 1;SUMBAGTENG;BATAM;SLU;AOi42511121157040449de350;INC43713908;0;1;0
202601;AREA 1;SUMBAGSEL;JAMBI;TTJ;AOi42511071028292225e4ff0;INC44722641;0;0;1
202601;AREA 1;SUMBAGTENG;BUKIT TINGGI;SIU;AOi4251114022408770ae6d30;INC44512170;0;0;1
202601;AREA 1;SUMBAGSEL;PALEMBANG;KAG;AOi42511040323359810fd400;INC43520425;0;0;1
202601;AREA 1;SUMBAGSEL;PALEMBANG;KAG;AOi4251102081820476794540;INC42079350;0;0;1
202601;AREA 1;SUMBAGSEL;PALEMBANG;KAG;AOi4251104125945212d1a190;INC43822155;0;0;1
202601;AREA 1;SUMBAGSEL;PALEMBANG;MPA;AOi42511170945112557a7060;INC44922012;0;0;1
202601;AREA 1;SUMBAGSEL;PALEMBANG;MPA;AOi425112809041579367c9e0;INC43608748;0;0;1
