Periode;org_1;org_2;org_3;sto;order_id;trouble_no;ket_exclude;Wilsus
202605;AREA 1;SUMBAGUT;BANDA ACEH;JRM;AOi4260305085635661f933e0;INC48747200;;0
202605;AREA 3;BALI NUSRA;DENPASAR;SAU;AOi42603040450381843e1da0;INC48746862;;0
202605;AREA 1;SUMBAGTENG;PEKANBARU;RBI;AOi42603300629459783c8710;INC48746493;;0
202605;AREA 1;SUMBAGTENG;BATAM;LBJ;AOk42603220717201645767a0;INC48746370;;0
202605;AREA 2;JABAR;TASIKMALAYA;GRU;AOi4260316092539849067b90;INC48746019;;0
202605;AREA 3;JATENG-DIY;PURWOKERTO;PWT;AOk42603260404231022fdc00;INC48745947;;0
202605;AREA 3;BALI NUSRA;FLORES;MMR;AOi426030711072693852b890;INC48745428;;0
202605;AREA 1;SUMBAGUT;WESTERN MEDAN;LSK;AOi42603021047358738eb480;INC48744204;;0
202605;AREA 1;SUMBAGUT;CENTRAL MEDAN;CTD;AOi42603201035422275033a0;INC48743211;;0
202605;AREA 3;JATENG-DIY;PEKALONGAN;BTG;AOi4260312015511574bd3500;INC48743431;;0
202605;AREA 2;JABAR;CIREBON;KNG;AOi426030102190240860dc80;INC48743080;;0
202605;AREA 2;JABAR;BANDUNG;TGE;AOi4260308054057911aebe80;INC48742953;;0
202605;AREA 1;SUMBAGSEL;LAMPUNG;KBI;AOi42603230601141474620c0;INC48742605;;0
202605;AREA 3;JATIM;SURABAYA;TNS;AOs3260313024725261040670;INC48741400;;0
202605;AREA 4;KALIMANTAN;BANJARMASIN;BLC;AOi42603140210450983f9db0;INC48741489;;0
202605;AREA 1;SUMBAGUT;CENTRAL MEDAN;CTD;AOi4260331105900580928100;INC48741121;;0
202605;AREA 1;SUMBAGTENG;PEKANBARU;ARK;AOi4260318012145143d59a00;INC48741092;;0
202605;AREA 1;SUMBAGUT;WESTERN MEDAN;BJI;AOi42603290925324017b1950;INC48740131;;0
202605;AREA 1;SUMBAGUT;WESTERN MEDAN;BJI;AOi4260313030037723afdc90;INC48739858;;0
202605;AREA 3;BALI NUSRA;DENPASAR;UBU;AOi4260305042303537040920;INC48739166;;0
202605;AREA 4;SULAWESI;MANADO;BAH;AOi42603250741224920ef680;INC48738050;;0
202605;AREA 3;JATIM;SIDOARJO;KRN;AOi4260304103656222a0de90;INC48735155;;0
202605;AREA 1;SUMBAGUT;BANDA ACEH;BIR;AOi4260303010944480b8c070;INC48733429;;0
202605;AREA 2;CENTRAL JABOTABEK;NORTHERN JAKARTA;KTX;AOi4260309072959647055ee0;INC48731884;;0
202605;AREA 4;SULAWESI;MAKASSAR;TKA;AOi4260327094524989218f70;INC48730122;;0
202605;AREA 2;EASTERN JABOTABEK;KARAWANG;TAR;AOi4260329123337201ecb8a0;INC48730327;;0
202605;AREA 3;BALI NUSRA;KUPANG;ATB;AOi4260323022312777dcef50;INC48729849;;0
202605;AREA 1;SUMBAGUT;PEMATANG SIANTAR;BLG;AOi42603020913589442edb80;INC48729713;;0
202605;AREA 4;KALIMANTAN;BANJARMASIN;PGT;AOi42603051158297575d6e40;INC48729412;;0
202605;AREA 3;JATIM;SURABAYA;PME;AOi4260320020547598b6a460;INC48729097;;0
202605;AREA 1;SUMBAGTENG;BATAM;BUM;AOi42603260742302864bf590;INC48728994;;0
202605;AREA 3;JATENG-DIY;SEMARANG;BMK;AOi4260305115500060da2440;INC48728365;;0
202605;AREA 4;SULAWESI;MAKASSAR;TMA;AOi42603160829090554c3fe0;INC48726892;;0
202605;AREA 3;JATIM;LAMONGAN;BJN;AOi426031409121807371bbb0;INC48726529;;0
202605;AREA 2;CENTRAL JABOTABEK;NORTHERN JAKARTA;MRD;AOi4260302101905837454170;INC48726310;;0
202605;AREA 3;BALI NUSRA;DENPASAR;TOP;AOi4260308122037384daac10;INC48726137;;0
202605;AREA 3;JATIM;SURABAYA;KLN;AOi42603090418521750249a0;INC48725760;;0
202605;AREA 4;KALIMANTAN;PANGKALAN BUN;KWN;AOi1260311033242440a73880;INC48724860;;0
202605;AREA 2;EASTERN JABOTABEK;BOGOR;CSN;AOi4260310071031763381d20;INC48723362;;0
202605;AREA 3;JATIM;SURABAYA;RKT;AOi42603130805030796e21f0;INC48722873;;0
202605;AREA 3;BALI NUSRA;DENPASAR;JBR;AOi4260317094649261f1a400;INC48721842;;0
202605;AREA 1;SUMBAGTENG;PEKANBARU;SOK;AOi4260303105848658b034b0;INC48721616;;0
202605;AREA 1;SUMBAGSEL;LAMPUNG;MET;AOi4260313121759260f3ff90;INC48721022;;0
202605;AREA 4;KALIMANTAN;BANJARMASIN;ULI;AOk42603131212429030f7e10;INC48720985;;0
202605;AREA 1;SUMBAGUT;CENTRAL MEDAN;DLT;AOi4260302084610810b64a30;INC48720745;;0
202605;AREA 3;BALI NUSRA;MATARAM;SGG;AOi4260308041321493c872b0;INC48720329;;1
202605;AREA 1;SUMBAGTENG;PEKANBARU;SOK;AOi42603170129267476e74c0;INC48720452;;0
202605;AREA 3;BALI NUSRA;KUPANG;KPN;AOi42603271213127553abef0;INC48719521;;0
202605;AREA 4;MALUKU DAN PAPUA;SORONG;SON;AOi426031503142418570e8a0;INC48719402;;0
202605;AREA 4;KALIMANTAN;PONTIANAK;STA;AOi4260314035851408ae9de0;INC48718615;;0
202605;AREA 1;SUMBAGUT;WESTERN MEDAN;KGH;AOi1260302082702365c0b710;INC48718804;;0
202605;AREA 1;SUMBAGUT;PEMATANG SIANTAR;RBM;AOi42603010228453666d3e70;INC48718637;;0
202605;AREA 4;MALUKU DAN PAPUA;JAYAPURA;SNI;AOi42603190221304602e7720;INC48713945;;0
202605;AREA 4;MALUKU DAN PAPUA;JAYAPURA;SNI;AOk4260306112240619380c50;INC48713894;;0
202605;AREA 3;BALI NUSRA;DENPASAR;SGR;AOi426032712270442489faa0;INC48712678;;0
202605;AREA 3;BALI NUSRA;MATARAM;SGG;AOi4260302095349165b04bb0;INC48710864;;1
202605;AREA 3;BALI NUSRA;MATARAM;SGG;AOi4260308042346167df9f30;INC48709731;;1
202605;AREA 3;BALI NUSRA;MATARAM;MTR;AOi42603300845410719f1ed0;INC48709109;;0
202605;AREA 1;SUMBAGUT;PEMATANG SIANTAR;BST;AOi42603191223367461fa1e0;INC48708221;;0
202605;AREA 1;SUMBAGUT;PEMATANG SIANTAR;SDK;AOi42603180606254996f8960;INC48707638;;0
202605;AREA 4;SULAWESI;BONE;SIN;AOi42603180353112942a8430;INC48701616;;0
202605;AREA 1;SUMBAGTENG;BATAM;SLU;AOi42603011154351455f1a30;INC48699339;;0
202605;AREA 2;EASTERN JABOTABEK;BEKASI;DEP;AOi42603240118354712b3f20;INC48696670;;0
202605;AREA 1;SUMBAGUT;WESTERN MEDAN;LGS;AOi42603080336301535599e0;INC48696327;;0
202605;AREA 3;BALI NUSRA;FLORES;END;AOi12603271019301530083c0;INC48695988;;0
202605;AREA 4;MALUKU DAN PAPUA;AMBON;ABO;AOi4260324084745228c64cc0;INC48695537;;0
202605;AREA 4;KALIMANTAN;BANJARMASIN;BBR;AOi42603070634444721c25d0;INC48695399;;0
202605;AREA 1;SUMBAGSEL;LAMPUNG;TJK;AOi426031201444021676e910;INC48694610;;0
202605;AREA 1;SUMBAGUT;WESTERN MEDAN;PRL;AOi4260315111747519848530;INC48694403;;0
202605;AREA 1;SUMBAGUT;WESTERN MEDAN;KGH;AOi12603300719130532c6ba0;INC48694341;;0
202605;AREA 3;JATIM;LAMONGAN;GSK;AOi42603021053305571f3df0;INC48694046;;0
202605;AREA 4;KALIMANTAN;TARAKAN;LNN;AOi42603241005407043838c0;INC48689978;;0
202605;AREA 1;SUMBAGUT;BANDA ACEH;LTM;AOi42603091211342552a5d20;INC48689687;;0
202605;AREA 3;JATENG-DIY;SEMARANG;SLI;AOi42603010836000569b48b0;INC48689291;;0
202605;AREA 3;JATENG-DIY;PEKALONGAN;RDD;AOi42603151212140432aa040;INC48689060;;0
202605;AREA 1;SUMBAGUT;BANDA ACEH;TKN;AOi4260301022504470348120;INC48688374;;0
202605;AREA 1;SUMBAGUT;RANTAU PRAPAT;RAP;AOi42603260539181919bf340;INC48688299;;0
202605;AREA 1;SUMBAGUT;CENTRAL MEDAN;TMU;AOi42603061037420146f3590;INC48688219;;0
202605;AREA 3;BALI NUSRA;KUPANG;ATB;AOi4260319041844969750770;INC48687012;;0
202605;AREA 3;BALI NUSRA;MATARAM;BIM;AOk4260303114058583847320;INC48686804;;0
202605;AREA 1;SUMBAGUT;CENTRAL MEDAN;LBP;AOi4260317111329771a97640;INC48686556;;0
202605;AREA 4;SULAWESI;MANADO;BAH;AOi42603250741224920ef680;INC48685738;;0
202605;AREA 4;SULAWESI;PARE-PARE;PLP;AOi4260304115554041734050;INC48685475;;0
202605;AREA 3;BALI NUSRA;KUPANG;KEF;AOi42603230829108257b1000;INC48685380;;0
202605;AREA 3;JATIM;MADIUN;MJT;AOi4260317092517485137730;INC48684711;;0
202605;AREA 1;SUMBAGTENG;PADANG;SIE;AOi4260316082214126c64050;INC48682916;;1
202605;AREA 4;KALIMANTAN;BANJARMASIN;BLC;AOi42603271239332824256d0;INC48682407;;0
202605;AREA 1;SUMBAGUT;CENTRAL MEDAN;CTD;AOi426030804055499948ef30;INC48682559;;0
202605;AREA 4;KALIMANTAN;BANJARMASIN;ULI;AOi4260308103725936720880;INC48680555;;0
202605;AREA 3;JATENG-DIY;SEMARANG;JHR;AOi4260315053202146510dc0;INC48679724;;0
202605;AREA 3;JATIM;SURABAYA;JGR;AOi126030507115010236b840;INC48677863;;0
202605;AREA 1;SUMBAGSEL;LAMPUNG;TJK;AOi426031603530223986d750;INC48677763;;0
202605;AREA 2;JABAR;BANDUNG;UBR;AOi4260313111914596ad88c0;INC48677600;;0
202605;AREA 4;MALUKU DAN PAPUA;JAYAPURA;SNI;AOi4260309121155698f84f50;INC48677361;;0
202605;AREA 2;JABAR;BANDUNG;CJA;AOi4260307020644802582f90;INC48676756;;0
202605;AREA 2;CENTRAL JABOTABEK;SOUTHERN JAKARTA;TBE;AOs3260323070218186e6e8c0;INC48675801;;0
202605;AREA 1;SUMBAGUT;PEMATANG SIANTAR;PMS;AOi4260317031020752444ba0;INC48674950;;0
202605;AREA 4;SULAWESI;KENDARI;MDG;AOi426033009023089281ce80;INC48674764;;0
202605;AREA 4;KALIMANTAN;BANJARMASIN;BLC;AOi42603171001337142bce80;INC48674742;;0
202605;AREA 4;MALUKU DAN PAPUA;AMBON;ABO;AOi4260318081417484393cc0;INC48673964;;0
202605;AREA 4;SULAWESI;MANADO;MDO;AOs3260327082315357341d60;INC48671617;;0
202605;AREA 3;JATIM;LAMONGAN;GSK;AOi4260307110936929451e00;INC48671594;;0
202605;AREA 1;SUMBAGSEL;JAMBI;MRO;AOi426030811285748560b030;INC48671362;;0
202605;AREA 4;SULAWESI;MAKASSAR;TKA;AOi42603010914482155ba120;INC48671084;;0
202605;AREA 4;KALIMANTAN;TARAKAN;TSL;AOs32603140216520875b4270;INC48670375;;0
202605;AREA 1;SUMBAGUT;PADANG SIDEMPUAN;BGO;AOi42603090443314943e3560;INC48669271;;0
202605;AREA 1;SUMBAGUT;CENTRAL MEDAN;SPM;AOi4260310093319024be5120;INC48669174;;0
202605;AREA 1;SUMBAGUT;RANTAU PRAPAT;KIS;AOk4260327115351151d5a560;INC48668956;;0
202605;AREA 4;SULAWESI;MANADO;MDO;AOs326031507490677732b060;INC48668094;;0
202605;AREA 4;SULAWESI;MAKASSAR;SUD;AOs32603230731386886007f0;INC48667028;;0
202605;AREA 2;JABAR;SOREANG;SMD;AOi4260303072449290551910;INC48666378;;0
202605;AREA 4;KALIMANTAN;BANJARMASIN;KDG;AOi42603251129025803e52d0;INC48666088;;0
202605;AREA 4;MALUKU DAN PAPUA;SORONG;TMB;AOi42603180957532036ffd30;INC48665093;;0
202605;AREA 1;SUMBAGUT;WESTERN MEDAN;LGS;AOi4260316045054957b5b130;INC48663958;;0
202605;AREA 1;SUMBAGTENG;BATAM;KMS;AOi4260318102630863d519b0;INC48661433;;0
202605;AREA 1;SUMBAGSEL;BENGKULU;LHT;AOi4260330103614643b16640;INC48660875;;0
202605;AREA 3;BALI NUSRA;KUPANG;WKB;AOi4260325023747867fad270;INC48660731;;0
202605;AREA 2;JABAR;BANDUNG;CJR;AOi42603031011048637efd60;INC48660574;;0
202605;AREA 1;SUMBAGTENG;BATAM;LBJ;AOi4260326082245939a89d70;INC48660007;;0
202605;AREA 4;SULAWESI;MAKASSAR;BAR;AOi126030102072734908e0b0;INC48659956;;0
202605;AREA 3;JATIM;LAMONGAN;BJN;AOi42603260215011619b16d0;INC48659713;;0
202605;AREA 1;SUMBAGUT;WESTERN MEDAN;LSM;AOi4260317031441656f33060;INC48659612;;0
202605;AREA 2;JABAR;BANDUNG;CJA;AOi42603160831253648a9cb0;INC48658622;;0
202605;AREA 2;JABAR;BANDUNG;LBG;AOi4260311094535792211520;INC48658350;;0
202605;AREA 3;JATENG-DIY;PEKALONGAN;BBT;AOi4260306020942959ed42e0;INC48657957;;0
202605;AREA 1;SUMBAGUT;PEMATANG SIANTAR;SDK;AOi42603090821064409250c0;INC48657635;;0
202605;AREA 1;SUMBAGTENG;BATAM;SLU;AOi42603280604188553463a0;INC48656770;;0
202605;AREA 4;SULAWESI;MANADO;TDN;AOb02603061018364191df590;INC48657137;;0
202605;AREA 1;SUMBAGSEL;PALEMBANG;MEM;AOi4260309021152227348df0;INC48655201;;1
202605;AREA 1;SUMBAGSEL;PANGKAL PINANG;PGP;AOi4260324041116431d2e250;INC48654406;;0
202605;AREA 1;SUMBAGUT;WESTERN MEDAN;LGS;AOi4260303105414768183ae0;INC48654355;;0
202605;AREA 2;WESTERN JABOTABEK;TANGERANG;SRP;AOi4260303080412390ce1ba0;INC48654286;;0
202605;AREA 4;KALIMANTAN;PONTIANAK;BDO;AOi42603100359256032f23b0;INC48652292;;0
202605;AREA 1;SUMBAGUT;WESTERN MEDAN;KSG;AOi4260228020715735cc98a0;INC48651270;;0
202605;AREA 3;JATENG-DIY;MAGELANG;KAK;AOi42603030100298826ed0b0;INC48650383;;0
202605;AREA 1;SUMBAGSEL;LAMPUNG;MET;AOi4260313121759260f3ff90;INC48649481;;0
202605;AREA 2;CENTRAL JABOTABEK;SOUTHERN JAKARTA;JAG;AOi4260319104531325038980;INC48649163;;0
202605;AREA 1;SUMBAGUT;PEMATANG SIANTAR;PDN;AOk42602261225351298ab120;INC48648817;;1
202605;AREA 1;SUMBAGUT;RANTAU PRAPAT;KIS;AOi4260326043011678f5b6f0;INC48647858;;0
202605;AREA 1;SUMBAGUT;WESTERN MEDAN;LGS;AOi4260304060529800686c10;INC48646194;;0
202605;AREA 3;BALI NUSRA;FLORES;MMR;AOi42603180827564917200c0;INC48645813;;0
202605;AREA 4;KALIMANTAN;PALANGKARAYA;PLK;AOi426030912194025349d830;INC48645509;;0
202605;AREA 1;SUMBAGUT;BANDA ACEH;SPU;AOi4260228100342370a591b0;INC48645140;;0
202605;AREA 2;JABAR;BANDUNG;NJG;AOi4260318043617701d65d00;INC48645080;;0
202605;AREA 3;BALI NUSRA;KUPANG;ATB;AOi42603151052087996361c0;INC48643848;;1
202605;AREA 4;SULAWESI;KENDARI;MDG;AOi4260330125838630e4bcc0;INC48642609;;0
202605;AREA 2;JABAR;BANDUNG;LBG;AOi426032702212003460a960;INC48642529;;0
202605;AREA 1;SUMBAGUT;WESTERN MEDAN;LGS;AOi4260326031502909476870;INC48641726;;0
202605;AREA 4;SULAWESI;KENDARI;MDG;AOi426032808562799515f450;INC48640698;;0
202605;AREA 1;SUMBAGUT;BANDA ACEH;MBO;AOi42602271135510170e3ac0;INC48640489;;0
202605;AREA 3;BALI NUSRA;MATARAM;BIM;AOi426032701165030429e8a0;INC48640242;;0
202605;AREA 1;SUMBAGTENG;BUKIT TINGGI;SPE;AOi4260304031122514ea9800;INC48639576;;0
202605;AREA 1;SUMBAGSEL;PANGKAL PINANG;TJN;AOi4260311083547932d2f900;INC48638500;;0
202605;AREA 2;JABAR;TASIKMALAYA;CBT;AOi42603171223220822bf580;INC48637919;;0
202605;AREA 1;SUMBAGSEL;PANGKAL PINANG;MGR;AOi42603171257465061cf310;INC48637846;;1
202605;AREA 3;BALI NUSRA;KUPANG;KPN;AOi42603180853575925c7900;INC48637446;;0
202605;AREA 1;SUMBAGSEL;PANGKAL PINANG;TJN;AOi4260312090122268f95080;INC48637283;;0
202605;AREA 3;BALI NUSRA;FLORES;KLH;AOi42603290635325214ce270;INC48637219;;0
202605;AREA 4;KALIMANTAN;BANJARMASIN;AMT;AOi4260225011205028ea6dd0;INC48637110;;0
202605;AREA 2;CENTRAL JABOTABEK;SOUTHERN JAKARTA;KBY;AOi4260330032156562d48fd0;INC48636670;;0
202605;AREA 4;SULAWESI;PALU;PLA;AOi42603110806181643063a0;INC48635178;;0
202605;AREA 4;SULAWESI;BONE;SKG;AOi42603190316471374143d0;INC48634409;;0
202605;AREA 4;KALIMANTAN;BANJARMASIN;BLC;AOi42603010335037766bea70;INC48634082;;1
202605;AREA 3;JATENG-DIY;PURWOKERTO;BJR;AOi42603011255058810ce070;INC48633610;;0
202605;AREA 4;SULAWESI;BONE;SIN;AOi42602270514001400c7710;INC48632495;;0
202605;AREA 2;CENTRAL JABOTABEK;SOUTHERN JAKARTA;KRG;AOs32603311244459294fab10;INC48628868;;0
202605;AREA 1;SUMBAGSEL;BENGKULU;CRP;AOi42603250138584569c6450;INC48628764;;0
202605;AREA 4;SULAWESI;PARE-PARE;SRK;AOi4260327124951858ffe510;INC48628436;;0
202605;AREA 2;CENTRAL JABOTABEK;SOUTHERN JAKARTA;KRG;AOk42603090140446639735f0;INC48627247;;0
202605;AREA 4;MALUKU DAN PAPUA;AMBON;ABO;AOi42603200359440039838c0;INC48626336;;0
202605;AREA 4;SULAWESI;GORONTALO;GTL;AOi1260306104615564c59c40;INC48626110;;0
202605;AREA 3;BALI NUSRA;KUPANG;ATB;AOi426032308483746677ce60;INC48625828;;1
202605;AREA 3;JATENG-DIY;PEKALONGAN;BBT;AOs32603120800120780d4b20;INC48623506;;0
202605;AREA 3;JATIM;SURABAYA;KML;AOi4260318125447428b0a4f0;INC48622388;;1
202605;AREA 3;BALI NUSRA;DENPASAR;BNO;AOi42603150433524811fe970;INC48622361;;0
202605;AREA 1;SUMBAGTENG;BATAM;LBJ;AOi42603230312174629a22c0;INC48621957;;0
202605;AREA 3;BALI NUSRA;KUPANG;BEN;AOi42603270211433145e8750;INC48621941;;0
202605;AREA 1;SUMBAGUT;PEMATANG SIANTAR;BLG;AOi426031006270134364b2a0;INC48621487;;0
202605;AREA 3;JATENG-DIY;PEKALONGAN;SBA;AOi4260316110129538ffee00;INC48620877;;0
202605;AREA 4;KALIMANTAN;BANJARMASIN;LUL;AOi4260330011619731841230;INC48620686;;0
202605;AREA 1;SUMBAGUT;CENTRAL MEDAN;LBP;AOk4260228113524251d1f800;INC48620479;;0
202605;AREA 1;SUMBAGUT;WESTERN MEDAN;IDI;AOi42603160754109110d2230;INC48620373;;0
202605;AREA 3;JATENG-DIY;SEMARANG;GNK;AOi42603230508217431fca00;INC48620221;;0
202605;AREA 1;SUMBAGUT;PADANG SIDEMPUAN;PSP;AOi42603211223062843b3740;INC48620217;;0
202605;AREA 1;SUMBAGTENG;PADANG;TLB;AOi4260319123044933293350;INC48620055;;0
202605;AREA 1;SUMBAGTENG;PADANG;PDC;AOi4260314094651753140b00;INC48620053;;0
202605;AREA 2;WESTERN JABOTABEK;SERANG;PDG;AOs3260228024430448e49980;INC48619382;;0
202605;AREA 3;BALI NUSRA;KUPANG;BEN;AOi4260304034138371e6d030;INC48619029;;0
202605;AREA 2;CENTRAL JABOTABEK;SOUTHERN JAKARTA;BIN;AOi42603070836585012153e0;INC48618627;;0
202605;AREA 3;BALI NUSRA;DENPASAR;TBN;AOk4260330100856449ec7510;INC48618200;;0
202605;AREA 1;SUMBAGSEL;LAMPUNG;TJK;AOi4260325013500891a81400;INC48618039;;0
202605;AREA 1;SUMBAGUT;BANDA ACEH;SKL;AOi4260228051934972de9bc0;INC48617759;;1
202605;AREA 4;KALIMANTAN;PONTIANAK;SPY;AOi42603070116267202babc0;INC48614791;;0
202605;AREA 1;SUMBAGSEL;PANGKAL PINANG;TJN;AOi42603230905295885a7620;INC48614214;;0
202605;AREA 1;SUMBAGUT;WESTERN MEDAN;KSG;AOi4260325113433842d8b020;INC48614575;;0
202605;AREA 1;SUMBAGSEL;PALEMBANG;SRO;AOi12603070857575658fd8d0;INC48614280;;0
202605;AREA 3;JATENG-DIY;SEMARANG;WLR;AOs3260326060442241f2ebd0;INC48613435;;0
202605;AREA 2;CENTRAL JABOTABEK;SOUTHERN JAKARTA;JAG;AOs3260306044031568d16680;INC48612623;;0
202605;AREA 1;SUMBAGUT;RANTAU PRAPAT;KIS;AOi4260303081239825791020;INC48611896;;0
202605;AREA 3;BALI NUSRA;DENPASAR;UBU;AOi4260226074256202e06910;INC48611875;;0
202605;AREA 1;SUMBAGUT;PEMATANG SIANTAR;KBJ;AOk4260325125706435d26470;INC48610987;;0
202605;AREA 3;JATIM;SURABAYA;LKI;AOs32603051110131650f0280;INC48610008;;0
202605;AREA 4;KALIMANTAN;PANGKALAN BUN;KTP;AOi4260302041201570dffdc0;INC48609557;;0
202605;AREA 3;BALI NUSRA;DENPASAR;SAU;AOi4260228082627100237f30;INC48609478;;0
202605;AREA 1;SUMBAGUT;RANTAU PRAPAT;ANR;AOi42602280343238216b8360;INC48608747;;0
202605;AREA 3;JATIM;SURABAYA;PME;AOi4260314092226091453870;INC48607928;;0
202605;AREA 1;SUMBAGSEL;BENGKULU;SPP;AOi42603030213171035d8ad0;INC48607728;;1
202605;AREA 2;JABAR;BANDUNG;CJA;AOi426032008115898118ef70;INC48607549;;0
202605;AREA 1;SUMBAGUT;BANDA ACEH;LBR;AOi4260302104311780bd1800;INC48606955;;0
202605;AREA 4;KALIMANTAN;BANJARMASIN;BLC;AOi42603021054441475ff1c0;INC48606532;;0
202605;AREA 1;SUMBAGUT;CENTRAL MEDAN;SPM;AOi4260301122446024a6a660;INC48606243;;0
202605;AREA 3;JATENG-DIY;MAGELANG;MGE;AOi4260309115246443ab9cd0;INC48606093;;0
202605;AREA 4;SULAWESI;PALU;KOL;AOi4260313103202809e3a760;INC48605220;;0
202605;AREA 3;JATIM;LAMONGAN;TNZ;PDAk4260303111925580c40ba0;INC48604876;;0
202605;AREA 3;JATENG-DIY;PEKALONGAN;BBT;AOi4260309115540908410960;INC48604435;;0
202605;AREA 3;JATENG-DIY;PEKALONGAN;BBT;AOi4260303014107388c107e0;INC48604426;;0
202605;AREA 4;SULAWESI;PALU;TLY;AOi4260315025747182975650;INC48604354;;0
202605;AREA 1;SUMBAGUT;WESTERN MEDAN;KSG;AOi426032703191624602a5d0;INC48603833;;0
202605;AREA 1;SUMBAGUT;BANDA ACEH;SKL;AOi426031202405089891b230;INC48602263;;1
202605;AREA 2;WESTERN JABOTABEK;TANGERANG;CPA;AOi4260326075438220f3f7c0;INC48602022;;0
202605;AREA 3;BALI NUSRA;DENPASAR;UBN;AOi426030411120556223d480;INC48601850;;0
202605;AREA 2;WESTERN JABOTABEK;TANGERANG;CPA;AOi4260324105626183c769e0;INC48601342;;0
202605;AREA 3;JATENG-DIY;SEMARANG;KUD;AOi42602280919522507ca790;INC48601102;;0
202605;AREA 2;JABAR;BANDUNG;CJA;AOi4260324043836089f2a360;INC48600991;;0
202605;AREA 1;SUMBAGTENG;PADANG;SLK;AOi4260312124352897a922d0;INC48599553;;0
202605;AREA 2;CENTRAL JABOTABEK;SOUTHERN JAKARTA;CPE;AOs32603161242053964e4260;INC48596988;;0
202605;AREA 1;SUMBAGTENG;PADANG;MLH;AOs32603130240594320fe110;INC48596854;;1
202605;AREA 1;SUMBAGTENG;BATAM;BTC;AOi126030304062318765b4c0;INC48596665;;0
202605;AREA 2;CENTRAL JABOTABEK;SOUTHERN JAKARTA;RMG;AOk4260310105029250511940;INC48596626;;0
202605;AREA 1;SUMBAGUT;CENTRAL MEDAN;CTD;AOi4260303105441726c84bf0;INC48595951;;0
202605;AREA 4;SULAWESI;PALU;PLB;AOi4260308123742522995c40;INC48595605;;0
202605;AREA 3;BALI NUSRA;DENPASAR;UBN;AOi426030304503731421de80;INC48594849;;0
202605;AREA 1;SUMBAGUT;RANTAU PRAPAT;KPI;AOi42603070358545553dc160;INC48594334;;1
202605;AREA 3;JATIM;LAMONGAN;RGL;AOs326031004053351241cd30;INC48593878;;0
202605;AREA 1;SUMBAGTENG;PADANG;TLB;AOi4260314062716157a76490;INC48593623;;0
202605;AREA 1;SUMBAGSEL;JAMBI;PKB;AOi4260327031107372560b00;INC48592150;;1
202605;AREA 2;EASTERN JABOTABEK;BOGOR;CLS;AOs32602280425050264a6300;INC48592012;;0
202605;AREA 2;EASTERN JABOTABEK;BEKASI;BEK;AOi42603011228170391618f0;INC48591644;;0
202605;AREA 4;SULAWESI;MANADO;TOB;AOk4260304090933436229610;INC48591082;;0
202605;AREA 4;KALIMANTAN;PALANGKARAYA;KSO;AOi4260327035256122566160;INC48590676;;0
202605;AREA 1;SUMBAGUT;CENTRAL MEDAN;PDB;AOi4260315025335283491150;INC48588955;;0
202605;AREA 3;BALI NUSRA;DENPASAR;TOP;AOi4260308122037384daac10;INC48588738;;0
202605;AREA 1;SUMBAGSEL;BENGKULU;TMO;AOi4260303084516474cd8cf0;INC48588173;;0
202605;AREA 2;CENTRAL JABOTABEK;SOUTHERN JAKARTA;PSR;AOi4260307031051334821240;INC48588117;;0
202605;AREA 1;SUMBAGSEL;JAMBI;SPN;AOi4260312083301663e6ed00;INC48587916;;0
202605;AREA 3;BALI NUSRA;MATARAM;SGG;AOi4260302095349165b04bb0;INC48587074;;1
202605;AREA 2;EASTERN JABOTABEK;BOGOR;PAG;AOk42603051132524390bfa90;INC48586286;;0
202605;AREA 1;SUMBAGUT;WESTERN MEDAN;KSG;AOi4260222031116892065c50;INC48586218;;0
202605;AREA 3;JATENG-DIY;SEMARANG;BMK;AOi4260227011537555e6f1a0;INC48585809;;0
202605;AREA 3;BALI NUSRA;DENPASAR;JBR;AOi4260314042729239a18b20;INC48583935;;0
202605;AREA 1;SUMBAGUT;BANDA ACEH;GEU;AOi4260305103250178361540;INC48581690;;0
202605;AREA 4;SULAWESI;MAKASSAR;MAT;AOi4260306092145781b2aea0;INC48580721;;0
202605;AREA 4;KALIMANTAN;PONTIANAK;PTK;AOi42603031221206025417d0;INC48579015;;0
202605;AREA 3;BALI NUSRA;MATARAM;MTR;AOi4260313015101611438910;INC48578304;;0
202605;AREA 1;SUMBAGUT;RANTAU PRAPAT;KPI;AOi4260318122440597005ac0;INC48577527;;1
202605;AREA 2;CENTRAL JABOTABEK;SOUTHERN JAKARTA;GBC;AOi1260310011121398341fd0;INC48576859;;0
202605;AREA 3;BALI NUSRA;MATARAM;SBW;AOi4260315112846081e2ec10;INC48575965;;0
202605;AREA 3;BALI NUSRA;DENPASAR;MMN;AOi4260309085704690a0cd70;INC48574843;;0
202605;AREA 1;SUMBAGUT;PEMATANG SIANTAR;BLG;AOi42603040242289039d25a0;INC48573840;;0
202605;AREA 1;SUMBAGUT;CENTRAL MEDAN;SPM;AOi4260228042026446f7db20;INC48573810;;0
202605;AREA 2;CENTRAL JABOTABEK;NORTHERN JAKARTA;MKR;AOi4260328123146169db8ce0;INC48572540;;0
202605;AREA 4;SULAWESI;PARE-PARE;PLP;AOi42603130233543648f5fb0;INC48572282;;0
202605;AREA 3;BALI NUSRA;MATARAM;SGG;AOi4260314110801321740090;INC48571384;;1
